gene:Zm00001eb000250 gene:Zm00001eb000290
gene:Zm00001eb093260 gene:Zm00001eb093270
gene:Zm00001eb093350 gene:Zm00001eb093360
gene:Zm00001eb093430 gene:Zm00001eb093440
gene:Zm00001eb093820 gene:Zm00001eb093830
gene:Zm00001eb094090 gene:Zm00001eb094100
gene:Zm00001eb094090 gene:Zm00001eb094120
gene:Zm00001eb094100 gene:Zm00001eb094120
gene:Zm00001eb094110 gene:Zm00001eb094140
gene:Zm00001eb094120 gene:Zm00001eb094130
gene:Zm00001eb094120 gene:Zm00001eb094150
gene:Zm00001eb094130 gene:Zm00001eb094150
gene:Zm00001eb094640 gene:Zm00001eb094650
gene:Zm00001eb094640 gene:Zm00001eb094660
gene:Zm00001eb094650 gene:Zm00001eb094660
gene:Zm00001eb094940 gene:Zm00001eb094950
gene:Zm00001eb095010 gene:Zm00001eb095020
gene:Zm00001eb095990 gene:Zm00001eb096000
gene:Zm00001eb096350 gene:Zm00001eb096380
gene:Zm00001eb096360 gene:Zm00001eb096370
gene:Zm00001eb096380 gene:Zm00001eb096410
gene:Zm00001eb096390 gene:Zm00001eb096400
gene:Zm00001eb096410 gene:Zm00001eb096420
gene:Zm00001eb096420 gene:Zm00001eb096470
gene:Zm00001eb096430 gene:Zm00001eb096480
gene:Zm00001eb096620 gene:Zm00001eb096680
gene:Zm00001eb097010 gene:Zm00001eb097020
gene:Zm00001eb097060 gene:Zm00001eb097070
gene:Zm00001eb097490 gene:Zm00001eb097500
gene:Zm00001eb098130 gene:Zm00001eb098140
gene:Zm00001eb098170 gene:Zm00001eb098180
gene:Zm00001eb098920 gene:Zm00001eb098930
gene:Zm00001eb098940 gene:Zm00001eb098950
gene:Zm00001eb099170 gene:Zm00001eb099180
gene:Zm00001eb099170 gene:Zm00001eb099190
gene:Zm00001eb099180 gene:Zm00001eb099190
gene:Zm00001eb099180 gene:Zm00001eb099200
gene:Zm00001eb099190 gene:Zm00001eb099200
gene:Zm00001eb099190 gene:Zm00001eb099210
gene:Zm00001eb099200 gene:Zm00001eb099210
gene:Zm00001eb099810 gene:Zm00001eb099820
gene:Zm00001eb099870 gene:Zm00001eb099880
gene:Zm00001eb099870 gene:Zm00001eb099900
gene:Zm00001eb099880 gene:Zm00001eb099900
gene:Zm00001eb100200 gene:Zm00001eb100210
gene:Zm00001eb100200 gene:Zm00001eb100220
gene:Zm00001eb100210 gene:Zm00001eb100220
gene:Zm00001eb100570 gene:Zm00001eb100590
gene:Zm00001eb100700 gene:Zm00001eb100710
gene:Zm00001eb100930 gene:Zm00001eb100950
gene:Zm00001eb100950 gene:Zm00001eb100960
gene:Zm00001eb101160 gene:Zm00001eb101170
gene:Zm00001eb101450 gene:Zm00001eb101460
gene:Zm00001eb101800 gene:Zm00001eb101810
gene:Zm00001eb102880 gene:Zm00001eb102900
gene:Zm00001eb102910 gene:Zm00001eb102940
gene:Zm00001eb103100 gene:Zm00001eb103110
gene:Zm00001eb103380 gene:Zm00001eb103390
gene:Zm00001eb103920 gene:Zm00001eb103930
gene:Zm00001eb103990 gene:Zm00001eb104020
gene:Zm00001eb104000 gene:Zm00001eb104010
gene:Zm00001eb104090 gene:Zm00001eb104100
gene:Zm00001eb104090 gene:Zm00001eb104110
gene:Zm00001eb104100 gene:Zm00001eb104110
gene:Zm00001eb104100 gene:Zm00001eb104120
gene:Zm00001eb104110 gene:Zm00001eb104120
gene:Zm00001eb104110 gene:Zm00001eb104130
gene:Zm00001eb104120 gene:Zm00001eb104130
gene:Zm00001eb104120 gene:Zm00001eb104150
gene:Zm00001eb104130 gene:Zm00001eb104150
gene:Zm00001eb104130 gene:Zm00001eb104160
gene:Zm00001eb104150 gene:Zm00001eb104160
gene:Zm00001eb104140 gene:Zm00001eb104180
gene:Zm00001eb104160 gene:Zm00001eb104170
gene:Zm00001eb104160 gene:Zm00001eb104190
gene:Zm00001eb104170 gene:Zm00001eb104190
gene:Zm00001eb104320 gene:Zm00001eb104350
gene:Zm00001eb104330 gene:Zm00001eb104340
gene:Zm00001eb104330 gene:Zm00001eb104360
gene:Zm00001eb104340 gene:Zm00001eb104360
gene:Zm00001eb104710 gene:Zm00001eb104720
gene:Zm00001eb104710 gene:Zm00001eb104730
gene:Zm00001eb104720 gene:Zm00001eb104730
gene:Zm00001eb105610 gene:Zm00001eb105630
gene:Zm00001eb105910 gene:Zm00001eb105960
gene:Zm00001eb105930 gene:Zm00001eb105940
gene:Zm00001eb106010 gene:Zm00001eb106020
gene:Zm00001eb106300 gene:Zm00001eb106310
gene:Zm00001eb106380 gene:Zm00001eb106390
gene:Zm00001eb106450 gene:Zm00001eb106460
gene:Zm00001eb108200 gene:Zm00001eb108210
gene:Zm00001eb108530 gene:Zm00001eb108560
gene:Zm00001eb109910 gene:Zm00001eb109950
gene:Zm00001eb109950 gene:Zm00001eb109960
gene:Zm00001eb110040 gene:Zm00001eb110050
gene:Zm00001eb111120 gene:Zm00001eb111150
gene:Zm00001eb111420 gene:Zm00001eb111430
gene:Zm00001eb111510 gene:Zm00001eb111520
gene:Zm00001eb112200 gene:Zm00001eb112210
gene:Zm00001eb112290 gene:Zm00001eb112300
gene:Zm00001eb112870 gene:Zm00001eb112890
gene:Zm00001eb113100 gene:Zm00001eb113110
gene:Zm00001eb113620 gene:Zm00001eb113650
gene:Zm00001eb113980 gene:Zm00001eb114000
gene:Zm00001eb114030 gene:Zm00001eb114060
gene:Zm00001eb114160 gene:Zm00001eb114170
gene:Zm00001eb114440 gene:Zm00001eb114450
gene:Zm00001eb114500 gene:Zm00001eb114510
gene:Zm00001eb114490 gene:Zm00001eb114520
gene:Zm00001eb114600 gene:Zm00001eb114660
gene:Zm00001eb114650 gene:Zm00001eb114680
gene:Zm00001eb114660 gene:Zm00001eb114690
gene:Zm00001eb114690 gene:Zm00001eb114740
gene:Zm00001eb114890 gene:Zm00001eb114900
gene:Zm00001eb114890 gene:Zm00001eb114910
gene:Zm00001eb114900 gene:Zm00001eb114910
gene:Zm00001eb114900 gene:Zm00001eb114920
gene:Zm00001eb114910 gene:Zm00001eb114920
gene:Zm00001eb114910 gene:Zm00001eb114930
gene:Zm00001eb114920 gene:Zm00001eb114930
gene:Zm00001eb115030 gene:Zm00001eb115050
gene:Zm00001eb115140 gene:Zm00001eb115150
gene:Zm00001eb115140 gene:Zm00001eb115160
gene:Zm00001eb115150 gene:Zm00001eb115160
gene:Zm00001eb115220 gene:Zm00001eb115240
gene:Zm00001eb115310 gene:Zm00001eb115320
gene:Zm00001eb115470 gene:Zm00001eb115490
gene:Zm00001eb115500 gene:Zm00001eb115520
gene:Zm00001eb115520 gene:Zm00001eb115540
gene:Zm00001eb115530 gene:Zm00001eb115560
gene:Zm00001eb115540 gene:Zm00001eb115550
gene:Zm00001eb115540 gene:Zm00001eb115570
gene:Zm00001eb115550 gene:Zm00001eb115570
gene:Zm00001eb115560 gene:Zm00001eb115580
gene:Zm00001eb115570 gene:Zm00001eb115590
gene:Zm00001eb115580 gene:Zm00001eb115600
gene:Zm00001eb115590 gene:Zm00001eb115610
gene:Zm00001eb115610 gene:Zm00001eb115630
gene:Zm00001eb116060 gene:Zm00001eb116090
gene:Zm00001eb116080 gene:Zm00001eb116100
gene:Zm00001eb116120 gene:Zm00001eb116130
gene:Zm00001eb116120 gene:Zm00001eb116140
gene:Zm00001eb116130 gene:Zm00001eb116140
gene:Zm00001eb116250 gene:Zm00001eb116270
gene:Zm00001eb116340 gene:Zm00001eb116370
gene:Zm00001eb116520 gene:Zm00001eb116570
gene:Zm00001eb116670 gene:Zm00001eb116720
gene:Zm00001eb116830 gene:Zm00001eb116850
gene:Zm00001eb117240 gene:Zm00001eb117260
gene:Zm00001eb117700 gene:Zm00001eb117720
gene:Zm00001eb118040 gene:Zm00001eb118050
gene:Zm00001eb118670 gene:Zm00001eb118680
gene:Zm00001eb118750 gene:Zm00001eb118780
gene:Zm00001eb119100 gene:Zm00001eb119150
gene:Zm00001eb119720 gene:Zm00001eb119730
gene:Zm00001eb119720 gene:Zm00001eb119750
gene:Zm00001eb119840 gene:Zm00001eb119850
gene:Zm00001eb119840 gene:Zm00001eb119860
gene:Zm00001eb120050 gene:Zm00001eb120060
gene:Zm00001eb120050 gene:Zm00001eb120080
gene:Zm00001eb120530 gene:Zm00001eb120540
gene:Zm00001eb121420 gene:Zm00001eb121460
gene:Zm00001eb121440 gene:Zm00001eb121450
gene:Zm00001eb121930 gene:Zm00001eb121940
gene:Zm00001eb121930 gene:Zm00001eb121950
gene:Zm00001eb121940 gene:Zm00001eb121950
gene:Zm00001eb121940 gene:Zm00001eb121960
gene:Zm00001eb121950 gene:Zm00001eb121960
gene:Zm00001eb121950 gene:Zm00001eb121970
gene:Zm00001eb121960 gene:Zm00001eb121970
gene:Zm00001eb122610 gene:Zm00001eb122620
gene:Zm00001eb122610 gene:Zm00001eb122630
gene:Zm00001eb122620 gene:Zm00001eb122630
gene:Zm00001eb122780 gene:Zm00001eb122810
gene:Zm00001eb122930 gene:Zm00001eb122940
gene:Zm00001eb123210 gene:Zm00001eb123220
gene:Zm00001eb123340 gene:Zm00001eb123350
gene:Zm00001eb123500 gene:Zm00001eb123520
gene:Zm00001eb123580 gene:Zm00001eb123590
gene:Zm00001eb123870 gene:Zm00001eb123910
gene:Zm00001eb123880 gene:Zm00001eb123910
gene:Zm00001eb123890 gene:Zm00001eb123930
gene:Zm00001eb123930 gene:Zm00001eb123940
gene:Zm00001eb123930 gene:Zm00001eb123950
gene:Zm00001eb123940 gene:Zm00001eb123950
gene:Zm00001eb123970 gene:Zm00001eb124020
gene:Zm00001eb124030 gene:Zm00001eb124040
gene:Zm00001eb124060 gene:Zm00001eb124080
gene:Zm00001eb124150 gene:Zm00001eb124170
gene:Zm00001eb124170 gene:Zm00001eb124190
gene:Zm00001eb124640 gene:Zm00001eb124660
gene:Zm00001eb124840 gene:Zm00001eb124860
gene:Zm00001eb124860 gene:Zm00001eb124880
gene:Zm00001eb124880 gene:Zm00001eb124910
gene:Zm00001eb124900 gene:Zm00001eb124920
gene:Zm00001eb124940 gene:Zm00001eb124950
gene:Zm00001eb124940 gene:Zm00001eb124960
gene:Zm00001eb124950 gene:Zm00001eb124960
gene:Zm00001eb124960 gene:Zm00001eb125010
gene:Zm00001eb125010 gene:Zm00001eb125030
gene:Zm00001eb125060 gene:Zm00001eb125100
gene:Zm00001eb125070 gene:Zm00001eb125080
gene:Zm00001eb125170 gene:Zm00001eb125190
gene:Zm00001eb125630 gene:Zm00001eb125660
gene:Zm00001eb125640 gene:Zm00001eb125650
gene:Zm00001eb125880 gene:Zm00001eb125890
gene:Zm00001eb125880 gene:Zm00001eb125920
gene:Zm00001eb125890 gene:Zm00001eb125920
gene:Zm00001eb125920 gene:Zm00001eb125930
gene:Zm00001eb125920 gene:Zm00001eb125950
gene:Zm00001eb125930 gene:Zm00001eb125950
gene:Zm00001eb125950 gene:Zm00001eb125980
gene:Zm00001eb126010 gene:Zm00001eb126020
gene:Zm00001eb126440 gene:Zm00001eb126450
gene:Zm00001eb126800 gene:Zm00001eb126810
gene:Zm00001eb127050 gene:Zm00001eb127070
gene:Zm00001eb127350 gene:Zm00001eb127370
gene:Zm00001eb127840 gene:Zm00001eb127850
gene:Zm00001eb128230 gene:Zm00001eb128240
gene:Zm00001eb128760 gene:Zm00001eb128770
gene:Zm00001eb129120 gene:Zm00001eb129160
gene:Zm00001eb129160 gene:Zm00001eb129220
gene:Zm00001eb129220 gene:Zm00001eb129240
gene:Zm00001eb129730 gene:Zm00001eb129760
gene:Zm00001eb129740 gene:Zm00001eb129770
gene:Zm00001eb130150 gene:Zm00001eb130160
gene:Zm00001eb130480 gene:Zm00001eb130500
gene:Zm00001eb130570 gene:Zm00001eb130580
gene:Zm00001eb130940 gene:Zm00001eb131000
gene:Zm00001eb131130 gene:Zm00001eb131140
gene:Zm00001eb131130 gene:Zm00001eb131150
gene:Zm00001eb131140 gene:Zm00001eb131150
gene:Zm00001eb131480 gene:Zm00001eb131490
gene:Zm00001eb131480 gene:Zm00001eb131500
gene:Zm00001eb131490 gene:Zm00001eb131500
gene:Zm00001eb131690 gene:Zm00001eb131700
gene:Zm00001eb131720 gene:Zm00001eb131740
gene:Zm00001eb131830 gene:Zm00001eb131840
gene:Zm00001eb132220 gene:Zm00001eb132230
gene:Zm00001eb132270 gene:Zm00001eb132280
gene:Zm00001eb132520 gene:Zm00001eb132530
gene:Zm00001eb133020 gene:Zm00001eb133030
gene:Zm00001eb133260 gene:Zm00001eb133270
gene:Zm00001eb133510 gene:Zm00001eb133520
gene:Zm00001eb133800 gene:Zm00001eb133810
gene:Zm00001eb134240 gene:Zm00001eb134290
gene:Zm00001eb134640 gene:Zm00001eb134650
gene:Zm00001eb134940 gene:Zm00001eb134950
gene:Zm00001eb135090 gene:Zm00001eb135110
gene:Zm00001eb135550 gene:Zm00001eb135570
gene:Zm00001eb135740 gene:Zm00001eb135750
gene:Zm00001eb135770 gene:Zm00001eb135790
gene:Zm00001eb135780 gene:Zm00001eb135790
gene:Zm00001eb136020 gene:Zm00001eb136030
gene:Zm00001eb136640 gene:Zm00001eb136650
gene:Zm00001eb136660 gene:Zm00001eb136670
gene:Zm00001eb137240 gene:Zm00001eb137280
gene:Zm00001eb137370 gene:Zm00001eb137380
gene:Zm00001eb137370 gene:Zm00001eb137410
gene:Zm00001eb137380 gene:Zm00001eb137410
gene:Zm00001eb137530 gene:Zm00001eb137570
gene:Zm00001eb138340 gene:Zm00001eb138350
gene:Zm00001eb138780 gene:Zm00001eb138820
gene:Zm00001eb138860 gene:Zm00001eb138870
gene:Zm00001eb139320 gene:Zm00001eb139340
gene:Zm00001eb140000 gene:Zm00001eb140010
gene:Zm00001eb140000 gene:Zm00001eb140020
gene:Zm00001eb140010 gene:Zm00001eb140020
gene:Zm00001eb140120 gene:Zm00001eb140130
gene:Zm00001eb140290 gene:Zm00001eb140320
gene:Zm00001eb140820 gene:Zm00001eb140840
gene:Zm00001eb140930 gene:Zm00001eb140940
gene:Zm00001eb141020 gene:Zm00001eb141010
gene:Zm00001eb141020 gene:Zm00001eb141030
gene:Zm00001eb141010 gene:Zm00001eb141030
gene:Zm00001eb141010 gene:Zm00001eb141040
gene:Zm00001eb141030 gene:Zm00001eb141040
gene:Zm00001eb141030 gene:Zm00001eb141060
gene:Zm00001eb141040 gene:Zm00001eb141050
gene:Zm00001eb141040 gene:Zm00001eb141060
gene:Zm00001eb141050 gene:Zm00001eb141060
gene:Zm00001eb141060 gene:Zm00001eb141080
gene:Zm00001eb141260 gene:Zm00001eb141270
gene:Zm00001eb141260 gene:Zm00001eb141280
gene:Zm00001eb141270 gene:Zm00001eb141280
gene:Zm00001eb141270 gene:Zm00001eb141290
gene:Zm00001eb141280 gene:Zm00001eb141290
gene:Zm00001eb141330 gene:Zm00001eb141350
gene:Zm00001eb141430 gene:Zm00001eb141450
gene:Zm00001eb141450 gene:Zm00001eb141470
gene:Zm00001eb141490 gene:Zm00001eb141500
gene:Zm00001eb141490 gene:Zm00001eb141540
gene:Zm00001eb141500 gene:Zm00001eb141540
gene:Zm00001eb141720 gene:Zm00001eb141770
gene:Zm00001eb141740 gene:Zm00001eb141780
gene:Zm00001eb141750 gene:Zm00001eb141790
gene:Zm00001eb141770 gene:Zm00001eb141810
gene:Zm00001eb141780 gene:Zm00001eb141820
gene:Zm00001eb141790 gene:Zm00001eb141830
gene:Zm00001eb141800 gene:Zm00001eb141830
gene:Zm00001eb141820 gene:Zm00001eb141850
gene:Zm00001eb141830 gene:Zm00001eb141840
gene:Zm00001eb141830 gene:Zm00001eb141870
gene:Zm00001eb141840 gene:Zm00001eb141870
gene:Zm00001eb141850 gene:Zm00001eb141860
gene:Zm00001eb142030 gene:Zm00001eb142040
gene:Zm00001eb142080 gene:Zm00001eb142090
gene:Zm00001eb142080 gene:Zm00001eb142130
gene:Zm00001eb142090 gene:Zm00001eb142130
gene:Zm00001eb142130 gene:Zm00001eb142150
gene:Zm00001eb142150 gene:Zm00001eb142160
gene:Zm00001eb142270 gene:Zm00001eb142290
gene:Zm00001eb142330 gene:Zm00001eb142340
gene:Zm00001eb142620 gene:Zm00001eb142630
gene:Zm00001eb142710 gene:Zm00001eb142720
gene:Zm00001eb142890 gene:Zm00001eb142910
gene:Zm00001eb143220 gene:Zm00001eb143230
gene:Zm00001eb144670 gene:Zm00001eb144680
gene:Zm00001eb144930 gene:Zm00001eb144960
gene:Zm00001eb145070 gene:Zm00001eb145080
gene:Zm00001eb145170 gene:Zm00001eb145180
gene:Zm00001eb145170 gene:Zm00001eb145190
gene:Zm00001eb145180 gene:Zm00001eb145190
gene:Zm00001eb145180 gene:Zm00001eb145200
gene:Zm00001eb145190 gene:Zm00001eb145200
gene:Zm00001eb145190 gene:Zm00001eb145220
gene:Zm00001eb145200 gene:Zm00001eb145220
gene:Zm00001eb146080 gene:Zm00001eb146100
gene:Zm00001eb146350 gene:Zm00001eb146380
gene:Zm00001eb146380 gene:Zm00001eb146390
gene:Zm00001eb146840 gene:Zm00001eb146850
gene:Zm00001eb146840 gene:Zm00001eb146860
gene:Zm00001eb146850 gene:Zm00001eb146860
gene:Zm00001eb146910 gene:Zm00001eb146920
gene:Zm00001eb147120 gene:Zm00001eb147140
gene:Zm00001eb147120 gene:Zm00001eb147150
gene:Zm00001eb147140 gene:Zm00001eb147150
gene:Zm00001eb147140 gene:Zm00001eb147160
gene:Zm00001eb147150 gene:Zm00001eb147160
gene:Zm00001eb147370 gene:Zm00001eb147380
gene:Zm00001eb147850 gene:Zm00001eb147860
gene:Zm00001eb147990 gene:Zm00001eb148000
gene:Zm00001eb148240 gene:Zm00001eb148270
gene:Zm00001eb148270 gene:Zm00001eb148280
gene:Zm00001eb149170 gene:Zm00001eb149180
gene:Zm00001eb149570 gene:Zm00001eb149600
gene:Zm00001eb149580 gene:Zm00001eb149600
gene:Zm00001eb149780 gene:Zm00001eb149790
gene:Zm00001eb150100 gene:Zm00001eb150130
gene:Zm00001eb150460 gene:Zm00001eb150470
gene:Zm00001eb150830 gene:Zm00001eb150840
gene:Zm00001eb150910 gene:Zm00001eb150950
gene:Zm00001eb151000 gene:Zm00001eb151010
gene:Zm00001eb151000 gene:Zm00001eb151030
gene:Zm00001eb151010 gene:Zm00001eb151030
gene:Zm00001eb151300 gene:Zm00001eb151310
gene:Zm00001eb151300 gene:Zm00001eb151330
gene:Zm00001eb151310 gene:Zm00001eb151330
gene:Zm00001eb151330 gene:Zm00001eb151340
gene:Zm00001eb152390 gene:Zm00001eb152400
gene:Zm00001eb153270 gene:Zm00001eb153280
gene:Zm00001eb153710 gene:Zm00001eb153730
gene:Zm00001eb153990 gene:Zm00001eb154000
gene:Zm00001eb154690 gene:Zm00001eb154710
gene:Zm00001eb154790 gene:Zm00001eb154800
gene:Zm00001eb155490 gene:Zm00001eb155500
gene:Zm00001eb155490 gene:Zm00001eb155510
gene:Zm00001eb155500 gene:Zm00001eb155510
gene:Zm00001eb155690 gene:Zm00001eb155710
gene:Zm00001eb155690 gene:Zm00001eb155720
gene:Zm00001eb155710 gene:Zm00001eb155720
gene:Zm00001eb155710 gene:Zm00001eb155730
gene:Zm00001eb155720 gene:Zm00001eb155730
gene:Zm00001eb155860 gene:Zm00001eb155890
gene:Zm00001eb156100 gene:Zm00001eb156130
gene:Zm00001eb156130 gene:Zm00001eb156150
gene:Zm00001eb156150 gene:Zm00001eb156190
gene:Zm00001eb156170 gene:Zm00001eb156180
gene:Zm00001eb156600 gene:Zm00001eb156640
gene:Zm00001eb156820 gene:Zm00001eb156830
gene:Zm00001eb157550 gene:Zm00001eb157560
gene:Zm00001eb157720 gene:Zm00001eb157740
gene:Zm00001eb158160 gene:Zm00001eb158170
gene:Zm00001eb158290 gene:Zm00001eb158300
gene:Zm00001eb158290 gene:Zm00001eb158320
gene:Zm00001eb158300 gene:Zm00001eb158320
gene:Zm00001eb158320 gene:Zm00001eb158330
gene:Zm00001eb158320 gene:Zm00001eb158340
gene:Zm00001eb158330 gene:Zm00001eb158340
gene:Zm00001eb158350 gene:Zm00001eb158360
gene:Zm00001eb158800 gene:Zm00001eb158810
gene:Zm00001eb159210 gene:Zm00001eb159220
gene:Zm00001eb159210 gene:Zm00001eb159250
gene:Zm00001eb159220 gene:Zm00001eb159250
gene:Zm00001eb159250 gene:Zm00001eb159260
gene:Zm00001eb159250 gene:Zm00001eb159280
gene:Zm00001eb159260 gene:Zm00001eb159280
gene:Zm00001eb159280 gene:Zm00001eb159290
gene:Zm00001eb159280 gene:Zm00001eb159320
gene:Zm00001eb159290 gene:Zm00001eb159320
gene:Zm00001eb159670 gene:Zm00001eb159710
gene:Zm00001eb160300 gene:Zm00001eb160310
gene:Zm00001eb160350 gene:Zm00001eb160360
gene:Zm00001eb160440 gene:Zm00001eb160450
gene:Zm00001eb160820 gene:Zm00001eb160830
gene:Zm00001eb160900 gene:Zm00001eb160910
gene:Zm00001eb160900 gene:Zm00001eb160920
gene:Zm00001eb160910 gene:Zm00001eb160920
gene:Zm00001eb160910 gene:Zm00001eb160930
gene:Zm00001eb160920 gene:Zm00001eb160930
gene:Zm00001eb160920 gene:Zm00001eb160940
gene:Zm00001eb160930 gene:Zm00001eb160940
gene:Zm00001eb160930 gene:Zm00001eb160960
gene:Zm00001eb160940 gene:Zm00001eb160960
gene:Zm00001eb160940 gene:Zm00001eb160970
gene:Zm00001eb160960 gene:Zm00001eb160970
gene:Zm00001eb160960 gene:Zm00001eb160980
gene:Zm00001eb160970 gene:Zm00001eb160980
gene:Zm00001eb161220 gene:Zm00001eb161230
gene:Zm00001eb161250 gene:Zm00001eb161260
gene:Zm00001eb161390 gene:Zm00001eb161410
gene:Zm00001eb161690 gene:Zm00001eb161700
gene:Zm00001eb161740 gene:Zm00001eb161750
gene:Zm00001eb161740 gene:Zm00001eb161760
gene:Zm00001eb161750 gene:Zm00001eb161760
gene:Zm00001eb161780 gene:Zm00001eb161790
gene:Zm00001eb162910 gene:Zm00001eb162920
gene:Zm00001eb162960 gene:Zm00001eb162970
gene:Zm00001eb163020 gene:Zm00001eb163040
gene:Zm00001eb163030 gene:Zm00001eb163050
gene:Zm00001eb163050 gene:Zm00001eb163060
gene:Zm00001eb163410 gene:Zm00001eb163420
gene:Zm00001eb163410 gene:Zm00001eb163430
gene:Zm00001eb163420 gene:Zm00001eb163430
gene:Zm00001eb163580 gene:Zm00001eb163590
gene:Zm00001eb163880 gene:Zm00001eb163910
gene:Zm00001eb164380 gene:Zm00001eb164390
gene:Zm00001eb164470 gene:Zm00001eb164480
gene:Zm00001eb164470 gene:Zm00001eb164490
gene:Zm00001eb164480 gene:Zm00001eb164490
gene:Zm00001eb164480 gene:Zm00001eb164500
gene:Zm00001eb164490 gene:Zm00001eb164500
gene:Zm00001eb164490 gene:Zm00001eb164530
gene:Zm00001eb164500 gene:Zm00001eb164530
gene:Zm00001eb164690 gene:Zm00001eb164700
gene:Zm00001eb164870 gene:Zm00001eb164880
gene:Zm00001eb164870 gene:Zm00001eb164890
gene:Zm00001eb164880 gene:Zm00001eb164900
gene:Zm00001eb164900 gene:Zm00001eb164910
gene:Zm00001eb164900 gene:Zm00001eb164920
gene:Zm00001eb164910 gene:Zm00001eb164920
gene:Zm00001eb164910 gene:Zm00001eb164930
gene:Zm00001eb164920 gene:Zm00001eb164930
gene:Zm00001eb165070 gene:Zm00001eb165080
gene:Zm00001eb165070 gene:Zm00001eb165100
gene:Zm00001eb165080 gene:Zm00001eb165100
gene:Zm00001eb165090 gene:Zm00001eb165130
gene:Zm00001eb165100 gene:Zm00001eb165140
gene:Zm00001eb165120 gene:Zm00001eb165160
gene:Zm00001eb165310 gene:Zm00001eb165330
gene:Zm00001eb165550 gene:Zm00001eb165560
gene:Zm00001eb165550 gene:Zm00001eb165580
gene:Zm00001eb165560 gene:Zm00001eb165580
gene:Zm00001eb165580 gene:Zm00001eb165620
gene:Zm00001eb165740 gene:Zm00001eb165750
gene:Zm00001eb165790 gene:Zm00001eb165810
gene:Zm00001eb165820 gene:Zm00001eb165830
gene:Zm00001eb166010 gene:Zm00001eb166020
gene:Zm00001eb166010 gene:Zm00001eb166030
gene:Zm00001eb166020 gene:Zm00001eb166030
gene:Zm00001eb166020 gene:Zm00001eb166040
gene:Zm00001eb166030 gene:Zm00001eb166040
gene:Zm00001eb166030 gene:Zm00001eb166080
gene:Zm00001eb166040 gene:Zm00001eb166080
gene:Zm00001eb166210 gene:Zm00001eb166230
gene:Zm00001eb166230 gene:Zm00001eb166240
gene:Zm00001eb166230 gene:Zm00001eb166250
gene:Zm00001eb166240 gene:Zm00001eb166250
gene:Zm00001eb166340 gene:Zm00001eb166360
gene:Zm00001eb166580 gene:Zm00001eb166590
gene:Zm00001eb166580 gene:Zm00001eb166600
gene:Zm00001eb166590 gene:Zm00001eb166600
gene:Zm00001eb166590 gene:Zm00001eb166610
gene:Zm00001eb166600 gene:Zm00001eb166610
gene:Zm00001eb166600 gene:Zm00001eb166620
gene:Zm00001eb166610 gene:Zm00001eb166620
gene:Zm00001eb166610 gene:Zm00001eb166650
gene:Zm00001eb166620 gene:Zm00001eb166650
gene:Zm00001eb166650 gene:Zm00001eb166660
gene:Zm00001eb166650 gene:Zm00001eb166670
gene:Zm00001eb166660 gene:Zm00001eb166670
gene:Zm00001eb166880 gene:Zm00001eb166890
gene:Zm00001eb166880 gene:Zm00001eb166900
gene:Zm00001eb166890 gene:Zm00001eb166900
gene:Zm00001eb166890 gene:Zm00001eb166910
gene:Zm00001eb166900 gene:Zm00001eb166910
gene:Zm00001eb166940 gene:Zm00001eb166950
gene:Zm00001eb166940 gene:Zm00001eb166960
gene:Zm00001eb166950 gene:Zm00001eb166960
gene:Zm00001eb167090 gene:Zm00001eb167100
gene:Zm00001eb167090 gene:Zm00001eb167110
gene:Zm00001eb167100 gene:Zm00001eb167110
gene:Zm00001eb167690 gene:Zm00001eb167700
gene:Zm00001eb167690 gene:Zm00001eb167710
gene:Zm00001eb167700 gene:Zm00001eb167710
gene:Zm00001eb167700 gene:Zm00001eb167720
gene:Zm00001eb167710 gene:Zm00001eb167720
gene:Zm00001eb167820 gene:Zm00001eb167830
gene:Zm00001eb167860 gene:Zm00001eb167880
gene:Zm00001eb167880 gene:Zm00001eb167900
gene:Zm00001eb167960 gene:Zm00001eb167980
gene:Zm00001eb168010 gene:Zm00001eb168020
gene:Zm00001eb168010 gene:Zm00001eb168030
gene:Zm00001eb168360 gene:Zm00001eb168380
gene:Zm00001eb168560 gene:Zm00001eb168570
gene:Zm00001eb168680 gene:Zm00001eb168690
gene:Zm00001eb168680 gene:Zm00001eb168700
gene:Zm00001eb168690 gene:Zm00001eb168700
gene:Zm00001eb168690 gene:Zm00001eb168710
gene:Zm00001eb168700 gene:Zm00001eb168710
gene:Zm00001eb168970 gene:Zm00001eb168980
gene:Zm00001eb169100 gene:Zm00001eb169120
gene:Zm00001eb169200 gene:Zm00001eb169210
gene:Zm00001eb169850 gene:Zm00001eb169880
gene:Zm00001eb170230 gene:Zm00001eb170240
gene:Zm00001eb170490 gene:Zm00001eb170500
gene:Zm00001eb170560 gene:Zm00001eb170580
gene:Zm00001eb170880 gene:Zm00001eb170890
gene:Zm00001eb171490 gene:Zm00001eb171500
gene:Zm00001eb171490 gene:Zm00001eb171510
gene:Zm00001eb171500 gene:Zm00001eb171510
gene:Zm00001eb171500 gene:Zm00001eb171520
gene:Zm00001eb171510 gene:Zm00001eb171520
gene:Zm00001eb171510 gene:Zm00001eb171530
gene:Zm00001eb171520 gene:Zm00001eb171530
gene:Zm00001eb171520 gene:Zm00001eb171540
gene:Zm00001eb171530 gene:Zm00001eb171540
gene:Zm00001eb171530 gene:Zm00001eb171550
