gene:Os01g0106300 gene:Os01g0106400
gene:Os11g0541600 gene:Os11g0543300
gene:Os11g0544900 gene:Os11g0545000
gene:Os11g0549605 gene:Os11g0549610
gene:Os11g0549615 gene:Os11g0549620
gene:Os11g0550100 gene:Os11g0550500
gene:Os11g0550900 gene:Os11g0551350
gene:Os11g0553500 gene:Os11g0555600
gene:Os11g0555600 gene:Os11g0556400
gene:Os11g0555866 gene:Os11g0556733
gene:Os11g0558400 gene:Os11g0558900
gene:Os11g0558900 gene:Os11g0560900
gene:Os11g0560900 gene:Os11g0564900
gene:Os11g0561100 gene:Os11g0564900
gene:Os11g0564900 gene:Os11g0565000
gene:Os11g0565000 gene:Os11g0565920
gene:Os11g0565920 gene:Os11g0567600
gene:Os11g0568800 gene:Os11g0569300
gene:Os11g0568800 gene:Os11g0569500
gene:Os11g0569300 gene:Os11g0569500
gene:Os11g0569300 gene:Os11g0569600
gene:Os11g0569500 gene:Os11g0569600
gene:Os11g0569500 gene:Os11g0569733
gene:Os11g0569600 gene:Os11g0569733
gene:Os11g0569600 gene:Os11g0569800
gene:Os11g0569733 gene:Os11g0569800
gene:Os11g0569733 gene:Os11g0570000
gene:Os11g0573800 gene:Os11g0574200
gene:Os11g0574200 gene:Os11g0574233
gene:Os11g0578100 gene:Os11g0578225
gene:Os11g0578225 gene:Os11g0578250
gene:Os11g0578700 gene:Os11g0579600
gene:Os11g0579100 gene:Os11g0579400
gene:Os11g0582700 gene:Os11g0584100
gene:Os11g0586800 gene:Os11g0586825
gene:Os11g0588400 gene:Os11g0588600
gene:Os11g0588400 gene:Os11g0589800
gene:Os11g0588600 gene:Os11g0589800
gene:Os11g0589800 gene:Os11g0590400
gene:Os11g0589800 gene:Os11g0590700
gene:Os11g0590400 gene:Os11g0590700
gene:Os11g0590400 gene:Os11g0590900
gene:Os11g0590700 gene:Os11g0590900
gene:Os11g0590700 gene:Os11g0591000
gene:Os11g0590900 gene:Os11g0591000
gene:Os11g0591700 gene:Os11g0592100
gene:Os11g0591800 gene:Os11g0592000
gene:Os11g0591800 gene:Os11g0592100
gene:Os11g0592000 gene:Os11g0592100
gene:Os11g0592000 gene:Os11g0592200
gene:Os11g0592100 gene:Os11g0592200
gene:Os11g0593100 gene:Os11g0593500
gene:Os11g0593100 gene:Os11g0593600
gene:Os11g0593500 gene:Os11g0593600
gene:Os11g0593500 gene:Os11g0593700
gene:Os11g0593600 gene:Os11g0593700
gene:Os11g0593600 gene:Os11g0594400
gene:Os11g0593700 gene:Os11g0594400
gene:Os11g0594500 gene:Os11g0594600
gene:Os11g0594600 gene:Os11g0595100
gene:Os11g0594700 gene:Os11g0594800
gene:Os11g0594700 gene:Os11g0595000
gene:Os11g0594800 gene:Os11g0595000
gene:Os11g0597400 gene:Os11g0597700
gene:Os11g0597500 gene:Os11g0597601
gene:Os11g0597700 gene:Os11g0598300
gene:Os11g0598300 gene:Os11g0598500
gene:Os11g0598800 gene:Os11g0599000
gene:Os11g0598900 gene:Os11g0599000
gene:Os11g0598900 gene:Os11g0599101
gene:Os11g0599000 gene:Os11g0599101
gene:Os11g0602500 gene:Os11g0602600
gene:Os11g0604900 gene:Os11g0605600
gene:Os11g0606100 gene:Os11g0606400
gene:Os11g0606200 gene:Os11g0606400
gene:Os11g0606400 gene:Os11g0606800
gene:Os11g0606500 gene:Os11g0606900
gene:Os11g0606600 gene:Os11g0607000
gene:Os11g0607900 gene:Os11g0608300
gene:Os11g0608300 gene:Os11g0608700
gene:Os11g0608300 gene:Os11g0609500
gene:Os11g0608700 gene:Os11g0609500
gene:Os11g0614400 gene:Os11g0614500
gene:Os11g0617700 gene:Os11g0618500
gene:Os11g0618500 gene:Os11g0618700
gene:Os11g0618700 gene:Os11g0618800
gene:Os11g0618700 gene:Os11g0618850
gene:Os11g0618800 gene:Os11g0619500
gene:Os11g0625900 gene:Os11g0628000
gene:Os11g0629550 gene:Os11g0629600
gene:Os11g0630700 gene:Os11g0630900
gene:Os11g0630700 gene:Os11g0631100
gene:Os11g0630900 gene:Os11g0631100
gene:Os11g0635300 gene:Os11g0635500
gene:Os11g0637000 gene:Os11g0637100
gene:Os11g0637000 gene:Os11g0637200
gene:Os11g0637100 gene:Os11g0637200
gene:Os11g0638700 gene:Os11g0639300
gene:Os11g0639300 gene:Os11g0640500
gene:Os11g0640000 gene:Os11g0640800
gene:Os11g0641500 gene:Os11g0641800
gene:Os11g0642400 gene:Os11g0643100
gene:Os11g0644700 gene:Os11g0645400
gene:Os11g0645800 gene:Os11g0645886
gene:Os11g0645800 gene:Os11g0646300
gene:Os11g0645886 gene:Os11g0647866
gene:Os11g0646300 gene:Os11g0647866
gene:Os11g0648400 gene:Os11g0648700
gene:Os11g0648400 gene:Os11g0648800
gene:Os11g0648700 gene:Os11g0648800
gene:Os11g0648700 gene:Os11g0649300
gene:Os11g0648800 gene:Os11g0649300
gene:Os11g0649400 gene:Os11g0649600
gene:Os11g0649900 gene:Os11g0650700
gene:Os11g0650500 gene:Os11g0650600
gene:Os11g0652100 gene:Os11g0653300
gene:Os11g0652900 gene:Os11g0654400
gene:Os11g0653300 gene:Os11g0654100
gene:Os11g0653300 gene:Os11g0654800
gene:Os11g0654100 gene:Os11g0654800
gene:Os11g0654800 gene:Os11g0655300
gene:Os11g0655200 gene:Os11g0655300
gene:Os11g0655300 gene:Os11g0655700
gene:Os11g0655900 gene:Os11g0656000
gene:Os11g0655900 gene:Os11g0656400
gene:Os11g0656000 gene:Os11g0656400
gene:Os11g0656201 gene:Os11g0656601
gene:Os11g0656400 gene:Os11g0656700
gene:Os11g0659600 gene:Os11g0659700
gene:Os11g0663900 gene:Os11g0664000
gene:Os11g0663900 gene:Os11g0664100
gene:Os11g0664000 gene:Os11g0664133
gene:Os11g0664000 gene:Os11g0664100
gene:Os11g0664100 gene:Os11g0665950
gene:Os11g0664400 gene:Os11g0665600
gene:Os11g0664500 gene:Os11g0664800
gene:Os11g0665950 gene:Os11g0666200
gene:Os11g0666100 gene:Os11g0666200
gene:Os11g0666100 gene:Os11g0667000
gene:Os11g0666200 gene:Os11g0666300
gene:Os11g0666200 gene:Os11g0667000
gene:Os11g0666300 gene:Os11g0667000
gene:Os11g0666300 gene:Os11g0667700
gene:Os11g0667000 gene:Os11g0667700
gene:Os11g0668300 gene:Os11g0668650
gene:Os11g0668300 gene:Os11g0669100
gene:Os11g0668650 gene:Os11g0669100
gene:Os11g0668800 gene:Os11g0669200
gene:Os11g0671950 gene:Os11g0672300
gene:Os11g0673600 gene:Os11g0673900
gene:Os11g0673600 gene:Os11g0676200
gene:Os11g0673900 gene:Os11g0676100
gene:Os11g0673900 gene:Os11g0676200
gene:Os11g0676100 gene:Os11g0676200
gene:Os11g0676100 gene:Os11g0674400
gene:Os11g0676200 gene:Os11g0674400
gene:Os11g0676200 gene:Os11g0675200
gene:Os11g0674400 gene:Os11g0676050
gene:Os11g0674400 gene:Os11g0675200
gene:Os11g0676050 gene:Os11g0675200
gene:Os11g0675200 gene:Os11g0676500
gene:Os11g0675200 gene:Os11g0677000
gene:Os11g0676500 gene:Os11g0677000
gene:Os11g0677000 gene:Os11g0677101
gene:Os11g0677425 gene:Os11g0677500
gene:Os11g0678200 gene:Os11g0678301
gene:Os11g0683700 gene:Os11g0683800
gene:Os11g0684100 gene:Os11g0685400
gene:Os11g0685600 gene:Os11g0686400
gene:Os11g0686400 gene:Os11g0686900
gene:Os11g0687100 gene:Os11g0687200
gene:Os11g0687900 gene:Os11g0689100
gene:Os11g0690066 gene:Os11g0690332
gene:Os11g0690332 gene:Os11g0691280
gene:Os11g0691100 gene:Os11g0691280
gene:Os11g0691280 gene:Os11g0691300
gene:Os11g0691280 gene:Os11g0691400
gene:Os11g0691300 gene:Os11g0691500
gene:Os11g0691400 gene:Os11g0691600
gene:Os11g0691500 gene:Os11g0691650
gene:Os11g0694600 gene:Os11g0694850
gene:Os11g0694600 gene:Os11g0695000
gene:Os11g0694850 gene:Os11g0695000
gene:Os11g0695000 gene:Os11g0695800
gene:Os11g0697350 gene:Os11g0698567
gene:Os11g0700900 gene:Os11g0701000
gene:Os11g0700900 gene:Os11g0701100
gene:Os11g0701000 gene:Os11g0701100
gene:Os11g0701000 gene:Os11g0701200
gene:Os11g0701100 gene:Os11g0701200
gene:Os11g0701100 gene:Os11g0701400
gene:Os11g0701200 gene:Os11g0701400
gene:Os11g0701200 gene:Os11g0701500
gene:Os11g0701400 gene:Os11g0701500
gene:Os11g0701400 gene:Os11g0701600
gene:Os11g0701500 gene:Os11g0701600
gene:Os11g0701500 gene:Os11g0701800
gene:Os11g0701600 gene:Os11g0701800
gene:Os11g0701800 gene:Os11g0701900
gene:Os11g0701800 gene:Os11g0702100
gene:Os11g0701900 gene:Os11g0702100
gene:Os11g0702100 gene:Os11g0702200
gene:Os11g0703000 gene:Os11g0703100
gene:Os11g0705200 gene:Os11g0705900
gene:Os11g0705200 gene:Os11g0706200
gene:Os11g0705900 gene:Os11g0706200
gene:Os11g0707000 gene:Os11g0707050
gene:Os11g0707000 gene:Os11g0707100
gene:Os12g0103150 gene:Os12g0104200
gene:Os12g0109633 gene:Os12g0109700
gene:Os12g0111800 gene:Os12g0112000
gene:Os12g0114500 gene:Os12g0115000
gene:Os12g0114800 gene:Os12g0115000
gene:Os12g0114800 gene:Os12g0115100
gene:Os12g0115000 gene:Os12g0115100
gene:Os12g0115100 gene:Os12g0115300
gene:Os12g0115100 gene:Os12g0115500
gene:Os12g0115300 gene:Os12g0115500
gene:Os12g0116100 gene:Os12g0116400
gene:Os12g0116400 gene:Os12g0116600
gene:Os12g0116400 gene:Os12g0116700
gene:Os12g0117100 gene:Os12g0117200
gene:Os12g0117400 gene:Os12g0117600
gene:Os12g0118900 gene:Os12g0119000
gene:Os12g0119350 gene:Os12g0119700
gene:Os12g0123500 gene:Os12g0123600
gene:Os12g0125550 gene:Os12g0125850
gene:Os12g0125500 gene:Os12g0125800
gene:Os12g0125850 gene:Os12g0126050
gene:Os12g0125800 gene:Os12g0126000
gene:Os12g0128700 gene:Os12g0128800
gene:Os12g0128700 gene:Os12g0129300
gene:Os12g0128800 gene:Os12g0129350
gene:Os12g0128900 gene:Os12g0129100
gene:Os12g0129400 gene:Os12g0129650
gene:Os12g0130200 gene:Os12g0130300
gene:Os12g0130200 gene:Os12g0130600
gene:Os12g0130300 gene:Os12g0130500
gene:Os12g0130300 gene:Os12g0130600
gene:Os12g0130500 gene:Os12g0130800
gene:Os12g0130600 gene:Os12g0130800
gene:Os12g0130701 gene:Os12g0130800
gene:Os12g0132500 gene:Os12g0132800
gene:Os12g0132500 gene:Os12g0133000
gene:Os12g0132800 gene:Os12g0133000
gene:Os12g0133000 gene:Os12g0133100
gene:Os12g0133100 gene:Os12g0133300
gene:Os12g0135051 gene:Os12g0135100
gene:Os12g0135500 gene:Os12g0135800
gene:Os12g0137600 gene:Os12g0137700
gene:Os12g0138100 gene:Os12g0138166
gene:Os12g0138100 gene:Os12g0138200
gene:Os12g0138166 gene:Os12g0138200
gene:Os12g0140200 gene:Os12g0140700
gene:Os12g0150700 gene:Os12g0151000
gene:Os12g0152100 gene:Os12g0152500
gene:Os12g0154000 gene:Os12g0154600
gene:Os12g0154700 gene:Os12g0154800
gene:Os12g0154700 gene:Os12g0154900
gene:Os12g0154800 gene:Os12g0154900
gene:Os12g0154800 gene:Os12g0155000
gene:Os12g0154900 gene:Os12g0155000
gene:Os12g0158900 gene:Os12g0159000
gene:Os12g0161500 gene:Os12g0161700
gene:Os12g0161500 gene:Os12g0161900
gene:Os12g0161700 gene:Os12g0161900
gene:Os12g0165900 gene:Os12g0166000
gene:Os12g0178100 gene:Os12g0178200
gene:Os12g0178300 gene:Os12g0178600
gene:Os12g0180500 gene:Os12g0181200
gene:Os12g0181500 gene:Os12g0181600
gene:Os12g0181533 gene:Os12g0181701
gene:Os12g0183200 gene:Os12g0183300
gene:Os12g0184033 gene:Os12g0184300
gene:Os12g0190400 gene:Os12g0191300
gene:Os12g0194900 gene:Os12g0195100
gene:Os12g0194950 gene:Os12g0195183
gene:Os12g0197500 gene:Os12g0197700
gene:Os12g0198700 gene:Os12g0199000
gene:Os12g0199500 gene:Os12g0202700
gene:Os12g0204600 gene:Os12g0204800
gene:Os12g0205633 gene:Os12g0206700
gene:Os12g0206800 gene:Os12g0207000
gene:Os12g0210200 gene:Os12g0210300
gene:Os12g0211301 gene:Os12g0211400
gene:Os12g0211400 gene:Os12g0212100
gene:Os12g0215950 gene:Os12g0217400
gene:Os12g0217400 gene:Os12g0218500
gene:Os12g0221700 gene:Os12g0222800
gene:Os12g0222800 gene:Os12g0222900
gene:Os12g0225900 gene:Os12g0226400
gene:Os12g0225900 gene:Os12g0226700
gene:Os12g0226400 gene:Os12g0226700
gene:Os12g0226700 gene:Os12g0226900
gene:Os12g0226900 gene:Os12g0227400
gene:Os12g0239000 gene:Os12g0239200
gene:Os12g0245000 gene:Os12g0245100
gene:Os12g0257600 gene:Os12g0258700
gene:Os12g0258700 gene:Os12g0259800
gene:Os12g0263200 gene:Os12g0263600
gene:Os12g0263200 gene:Os12g0263800
gene:Os12g0263600 gene:Os12g0263800
gene:Os12g0263800 gene:Os12g0265100
gene:Os12g0269100 gene:Os12g0269200
gene:Os12g0269100 gene:Os12g0269600
gene:Os12g0269200 gene:Os12g0269600
gene:Os12g0269200 gene:Os12g0269700
gene:Os12g0269600 gene:Os12g0269700
gene:Os12g0270300 gene:Os12g0272800
gene:Os12g0272800 gene:Os12g0273300
gene:Os12g0277000 gene:Os12g0277400
gene:Os12g0280050 gene:Os12g0281300
gene:Os12g0284700 gene:Os12g0285100
gene:Os12g0291100 gene:Os12g0291200
gene:Os12g0291066 gene:Os12g0291301
gene:Os12g0291200 gene:Os12g0291400
gene:Os12g0291301 gene:Os12g0291733
gene:Os12g0291400 gene:Os12g0292400
gene:Os12g0407200 gene:Os12g0407500
gene:Os12g0409900 gene:Os12g0411700
gene:Os12g0423313 gene:Os12g0423484
gene:Os12g0424700 gene:Os12g0427000
gene:Os12g0427000 gene:Os12g0427450
gene:Os12g0427100 gene:Os12g0427450
gene:Os12g0441300 gene:Os12g0441600
gene:Os12g0443500 gene:Os12g0443600
gene:Os12g0444800 gene:Os12g0445300
gene:Os12g0451300 gene:Os12g0453500
gene:Os12g0458100 gene:Os12g0459100
gene:Os12g0460100 gene:Os12g0460400
gene:Os12g0461050 gene:Os12g0461300
gene:Os12g0465000 gene:Os12g0465100
gene:Os12g0465700 gene:Os12g0465800
gene:Os12g0467300 gene:Os12g0468300
gene:Os12g0467700 gene:Os12g0468000
gene:Os12g0468000 gene:Os12g0470700
gene:Os12g0470700 gene:Os12g0471100
gene:Os12g0470700 gene:Os12g0472300
gene:Os12g0471100 gene:Os12g0472300
gene:Os12g0480800 gene:Os12g0481000
gene:Os12g0481400 gene:Os12g0481700
gene:Os12g0481400 gene:Os12g0482100
gene:Os12g0481700 gene:Os12g0482100
gene:Os12g0486600 gene:Os12g0487250
gene:Os12g0502800 gene:Os12g0503000
gene:Os12g0502800 gene:Os12g0503300
gene:Os12g0503000 gene:Os12g0503300
gene:Os12g0511400 gene:Os12g0511600
gene:Os12g0511500 gene:Os12g0511600
gene:Os12g0511500 gene:Os12g0511900
gene:Os12g0511600 gene:Os12g0511900
gene:Os12g0511900 gene:Os12g0512400
gene:Os12g0515800 gene:Os12g0516000
gene:Os12g0515800 gene:Os12g0516200
gene:Os12g0516000 gene:Os12g0516200
gene:Os12g0516900 gene:Os12g0517000
gene:Os12g0516900 gene:Os12g0517100
gene:Os12g0517000 gene:Os12g0517100
gene:Os12g0529300 gene:Os12g0529400
gene:Os12g0534700 gene:Os12g0535300
gene:Os12g0537000 gene:Os12g0538000
gene:Os12g0537000 gene:Os12g0538066
gene:Os12g0538000 gene:Os12g0538066
gene:Os12g0538600 gene:Os12g0538700
gene:Os12g0541700 gene:Os12g0542000
gene:Os12g0548401 gene:Os12g0548501
gene:Os12g0548401 gene:Os12g0548700
gene:Os12g0548501 gene:Os12g0548700
gene:Os12g0548800 gene:Os12g0549800
gene:Os12g0549800 gene:Os12g0551200
gene:Os12g0552400 gene:Os12g0552500
gene:Os12g0552900 gene:Os12g0553200
gene:Os12g0553200 gene:Os12g0553600
gene:Os12g0555000 gene:Os12g0555100
gene:Os12g0555000 gene:Os12g0555200
gene:Os12g0555100 gene:Os12g0555200
gene:Os12g0555100 gene:Os12g0555300
gene:Os12g0555200 gene:Os12g0555300
gene:Os12g0555200 gene:Os12g0555500
gene:Os12g0555300 gene:Os12g0555500
gene:Os12g0556200 gene:Os12g0556300
gene:Os12g0556300 gene:Os12g0556500
gene:Os12g0557900 gene:Os12g0558366
gene:Os12g0559200 gene:Os12g0559934
gene:Os12g0564800 gene:Os12g0565100
gene:Os12g0566800 gene:Os12g0566900
gene:Os12g0566800 gene:Os12g0567000
gene:Os12g0566900 gene:Os12g0567000
gene:Os12g0567800 gene:Os12g0568200
gene:Os12g0568200 gene:Os12g0568500
gene:Os12g0568900 gene:Os12g0569300
gene:Os12g0569300 gene:Os12g0569500
gene:Os12g0570700 gene:Os12g0571000
gene:Os12g0570700 gene:Os12g0571100
gene:Os12g0571000 gene:Os12g0571100
gene:Os12g0572300 gene:Os12g0572400
gene:Os12g0575300 gene:Os12g0575400
gene:Os12g0575300 gene:Os12g0576100
gene:Os12g0575400 gene:Os12g0576100
gene:Os12g0576600 gene:Os12g0576700
gene:Os12g0576600 gene:Os12g0576750
gene:Os12g0576700 gene:Os12g0576750
gene:Os12g0578600 gene:Os12g0578700
gene:Os12g0582000 gene:Os12g0582666
gene:Os12g0582666 gene:Os12g0582700
gene:Os12g0589400 gene:Os12g0590400
gene:Os12g0591300 gene:Os12g0591500
gene:Os12g0594700 gene:Os12g0595200
gene:Os12g0595200 gene:Os12g0595300
gene:Os12g0599900 gene:Os12g0600100
gene:Os12g0601300 gene:Os12g0601400
gene:Os12g0602450 gene:Os12g0602966
gene:Os12g0602450 gene:Os12g0603100
gene:Os12g0602966 gene:Os12g0603100
gene:Os12g0602966 gene:Os12g0603300
gene:Os12g0603100 gene:Os12g0603300
gene:Os12g0605300 gene:Os12g0605500
gene:Os12g0608500 gene:Os12g0608700
gene:Os12g0608633 gene:Os12g0609025
gene:Os12g0608700 gene:Os12g0608900
gene:Os12g0614100 gene:Os12g0614200
gene:Os12g0614100 gene:Os12g0614500
gene:Os12g0614200 gene:Os12g0614500
gene:Os12g0614800 gene:Os12g0615000
gene:Os12g0614851 gene:Os12g0615000
gene:Os12g0614851 gene:Os12g0615100
gene:Os12g0615000 gene:Os12g0615100
gene:Os12g0615100 gene:Os12g0615300
gene:Os12g0621900 gene:Os12g0622900
gene:Os12g0623900 gene:Os12g0624000
gene:Os12g0623950 gene:Os12g0624050
gene:Os12g0624400 gene:Os12g0624700
gene:Os12g0628600 gene:Os12g0629300
gene:Os12g0628600 gene:Os12g0629600
gene:Os12g0629300 gene:Os12g0629600
gene:Os12g0629300 gene:Os12g0629700
gene:Os12g0629600 gene:Os12g0629700
gene:Os12g0629600 gene:Os12g0630100
gene:Os12g0629700 gene:Os12g0630100
gene:Os12g0629700 gene:Os12g0630200
gene:Os12g0630100 gene:Os12g0630200
gene:Os12g0630100 gene:Os12g0630500
gene:Os12g0630200 gene:Os12g0630500
gene:Os12g0632800 gene:Os12g0632900
gene:Os12g0634900 gene:Os12g0636100
gene:Os12g0637000 gene:Os12g0637100
gene:Os12g0637000 gene:Os12g0637200
gene:Os12g0637100 gene:Os12g0637200
gene:Os12g0637100 gene:Os12g0637400
gene:Os12g0637700 gene:Os12g0637800
gene:Os12g0638200 gene:Os12g0638300
gene:Os12g0639200 gene:Os12g0639400
gene:Os12g0639200 gene:Os12g0639500
gene:Os12g0639400 gene:Os12g0639500
gene:Os02g0103500 gene:Os02g0103600
gene:Os02g0105600 gene:Os02g0105800
gene:Os02g0107600 gene:Os02g0108400
gene:Os02g0108400 gene:Os02g0108900
gene:Os02g0112100 gene:Os02g0112600
gene:Os02g0113300 gene:Os02g0113800
gene:Os02g0113800 gene:Os02g0113900
gene:Os02g0116300 gene:Os02g0116400
gene:Os02g0118800 gene:Os02g0118900
gene:Os02g0118900 gene:Os02g0118950
gene:Os02g0124400 gene:Os02g0124599
gene:Os02g0133100 gene:Os02g0133200
gene:Os02g0139500 gene:Os02g0139700
gene:Os02g0139700 gene:Os02g0140200
gene:Os02g0140200 gene:Os02g0140400
gene:Os02g0142500 gene:Os02g0142950
gene:Os02g0143300 gene:Os02g0143400
gene:Os02g0144200 gene:Os02g0144800
gene:Os02g0146900 gene:Os02g0147600
gene:Os02g0147100 gene:Os02g0147700
gene:Os02g0153100 gene:Os02g0153200
gene:Os02g0153100 gene:Os02g0153400
gene:Os02g0153200 gene:Os02g0153400
gene:Os02g0153200 gene:Os02g0153500
gene:Os02g0153400 gene:Os02g0153500
gene:Os02g0153500 gene:Os02g0153700
gene:Os02g0153700 gene:Os02g0153900
gene:Os02g0153700 gene:Os02g0154000
gene:Os02g0153900 gene:Os02g0154000
gene:Os02g0153900 gene:Os02g0154200
gene:Os02g0154000 gene:Os02g0154200
gene:Os02g0154200 gene:Os02g0155400
gene:Os02g0155400 gene:Os02g0155600
gene:Os02g0155400 gene:Os02g0155700
gene:Os02g0155600 gene:Os02g0155700
gene:Os02g0155600 gene:Os02g0155900
gene:Os02g0155700 gene:Os02g0156200
gene:Os02g0155900 gene:Os02g0156200
gene:Os02g0156200 gene:Os02g0156400
gene:Os02g0156400 gene:Os02g0156600
gene:Os02g0156500 gene:Os02g0156700
gene:Os02g0156600 gene:Os02g0156633
gene:Os02g0156600 gene:Os02g0156800
gene:Os02g0156633 gene:Os02g0156800
gene:Os02g0156633 gene:Os02g0157000
gene:Os02g0156800 gene:Os02g0157100
gene:Os02g0156700 gene:Os02g0157300
gene:Os02g0157000 gene:Os02g0157200
gene:Os02g0157100 gene:Os02g0157200
gene:Os02g0157100 gene:Os02g0157400
gene:Os02g0157200 gene:Os02g0157400
gene:Os02g0163300 gene:Os02g0163600
gene:Os02g0169700 gene:Os02g0170100
gene:Os02g0172000 gene:Os02g0172300
gene:Os02g0184600 gene:Os02g0184700
gene:Os02g0184650 gene:Os02g0184800
gene:Os02g0184700 gene:Os02g0184900
gene:Os02g0184800 gene:Os02g0185350
gene:Os02g0184900 gene:Os02g0185200
gene:Os02g0184900 gene:Os02g0185300
gene:Os02g0185200 gene:Os02g0185300
gene:Os02g0185200 gene:Os02g0185400
gene:Os02g0185300 gene:Os02g0185400
gene:Os02g0185350 gene:Os02g0185766
gene:Os02g0185400 gene:Os02g0185500
gene:Os02g0185400 gene:Os02g0185900
gene:Os02g0185500 gene:Os02g0185900
gene:Os02g0185900 gene:Os02g0186100
gene:Os02g0185900 gene:Os02g0186200
gene:Os02g0186100 gene:Os02g0186200
gene:Os02g0186100 gene:Os02g0186800
gene:Os02g0186200 gene:Os02g0186800
gene:Os02g0186800 gene:Os02g0186900
gene:Os02g0186800 gene:Os02g0187000
gene:Os02g0186900 gene:Os02g0187000
gene:Os02g0189200 gene:Os02g0189300
gene:Os02g0189800 gene:Os02g0190000
gene:Os02g0190000 gene:Os02g0190300
gene:Os02g0193100 gene:Os02g0193200
gene:Os02g0193100 gene:Os02g0193300
gene:Os02g0193200 gene:Os02g0193300
gene:Os02g0195300 gene:Os02g0195800
gene:Os02g0206100 gene:Os02g0206400
gene:Os02g0206100 gene:Os02g0206700
gene:Os02g0206400 gene:Os02g0206700
gene:Os02g0206700 gene:Os02g0207100
gene:Os02g0207100 gene:Os02g0207400
gene:Os02g0209000 gene:Os02g0209100
gene:Os02g0211200 gene:Os02g0211900
gene:Os02g0211800 gene:Os02g0211900
gene:Os02g0212300 gene:Os02g0212500
gene:Os02g0212400 gene:Os02g0212500
gene:Os02g0214766 gene:Os02g0215300
gene:Os02g0215500 gene:Os02g0215700
gene:Os02g0215700 gene:Os02g0215900
gene:Os02g0215700 gene:Os02g0216000
gene:Os02g0215900 gene:Os02g0216000
gene:Os02g0218400 gene:Os02g0218600
gene:Os02g0218700 gene:Os02g0218800
gene:Os02g0219000 gene:Os02g0219050
gene:Os02g0220000 gene:Os02g0220100
gene:Os02g0220500 gene:Os02g0220600
gene:Os02g0227500 gene:Os02g0227700
gene:Os02g0227600 gene:Os02g0227700
gene:Os02g0227600 gene:Os02g0227900
gene:Os02g0227700 gene:Os02g0227900
gene:Os02g0227700 gene:Os02g0228000
gene:Os02g0227900 gene:Os02g0228300
gene:Os02g0228000 gene:Os02g0228300
gene:Os02g0228151 gene:Os02g0228300
gene:Os02g0236600 gene:Os02g0236800
gene:Os02g0236600 gene:Os02g0237000
gene:Os02g0236800 gene:Os02g0237000
gene:Os02g0240100 gene:Os02g0240300
gene:Os02g0242100 gene:Os02g0242550
gene:Os02g0242100 gene:Os02g0242900
gene:Os02g0242550 gene:Os02g0242900
gene:Os02g0242900 gene:Os02g0243300
gene:Os02g0248200 gene:Os02g0248440
gene:Os02g0248440 gene:Os02g0249200
gene:Os02g0248800 gene:Os02g0249000
gene:Os02g0248800 gene:Os02g0249600
gene:Os02g0249000 gene:Os02g0249600
gene:Os02g0249600 gene:Os02g0249800
gene:Os02g0249800 gene:Os02g0249900
gene:Os02g0251800 gene:Os02g0251900
gene:Os02g0253502 gene:Os02g0254100
gene:Os02g0253601 gene:Os02g0254366
gene:Os02g0255300 gene:Os02g0255500
gene:Os02g0256800 gene:Os02g0257100
gene:Os02g0261400 gene:Os02g0262800
gene:Os02g0261800 gene:Os02g0262800
gene:Os02g0262600 gene:Os02g0262800
gene:Os02g0262800 gene:Os02g0263432
gene:Os02g0267200 gene:Os02g0267700
gene:Os02g0267700 gene:Os02g0267900
gene:Os02g0267832 gene:Os02g0267975
gene:Os02g0267900 gene:Os02g0268050
gene:Os02g0267975 gene:Os02g0268500
gene:Os02g0268050 gene:Os02g0268400
gene:Os02g0268100 gene:Os02g0268300
gene:Os02g0268400 gene:Os02g0268600
gene:Os02g0269600 gene:Os02g0270200
gene:Os02g0269400 gene:Os02g0270350
gene:Os02g0270200 gene:Os02g0270900
gene:Os02g0270800 gene:Os02g0270900
gene:Os02g0270800 gene:Os02g0271000
gene:Os02g0270900 gene:Os02g0271000
gene:Os02g0270900 gene:Os02g0271600
gene:Os02g0271000 gene:Os02g0271600
gene:Os02g0272850 gene:Os02g0273100
gene:Os02g0276200 gene:Os02g0276400
gene:Os02g0281200 gene:Os02g0282000
gene:Os02g0281200 gene:Os02g0282500
gene:Os02g0282000 gene:Os02g0282500
gene:Os02g0282100 gene:Os02g0282600
gene:Os02g0287800 gene:Os02g0287900
gene:Os02g0287800 gene:Os02g0288000
gene:Os02g0287900 gene:Os02g0288000
gene:Os02g0288400 gene:Os02g0288700
gene:Os02g0288600 gene:Os02g0289000
gene:Os02g0291000 gene:Os02g0291400
gene:Os02g0291600 gene:Os02g0292600
gene:Os02g0294700 gene:Os02g0295700
gene:Os02g0298200 gene:Os02g0299000
gene:Os02g0302200 gene:Os02g0302450
gene:Os02g0302200 gene:Os02g0302700
gene:Os02g0305800 gene:Os02g0306250
gene:Os02g0307075 gene:Os02g0307400
gene:Os02g0308400 gene:Os02g0308800
gene:Os02g0309200 gene:Os02g0309500
gene:Os02g0309200 gene:Os02g0310500
gene:Os02g0309500 gene:Os02g0310500
gene:Os02g0310500 gene:Os02g0311150
gene:Os02g0317300 gene:Os02g0317500
gene:Os02g0318200 gene:Os02g0318400
gene:Os02g0320600 gene:Os02g0321600
gene:Os02g0329800 gene:Os02g0330200
gene:Os02g0330200 gene:Os02g0331200
gene:Os02g0445100 gene:Os02g0445600
gene:Os02g0454500 gene:Os02g0454700
gene:Os02g0455800 gene:Os02g0455900
