Pgi01A00000100 Pgi01A00000110
Pgi04A00020670 Pgi04A00020680
Pgi04A00020670 Pgi04A00020700
Pgi04A00020680 Pgi04A00020700
Pgi04A00020690 Pgi04A00020730
Pgi04A00020700 Pgi04A00020710
Pgi04A00020700 Pgi04A00020720
Pgi04A00020710 Pgi04A00020720
Pgi04A00020710 Pgi04A00020740
Pgi04A00020720 Pgi04A00020740
Pgi04A00020730 Pgi04A00020760
Pgi04A00020740 Pgi04A00020750
Pgi04A00020740 Pgi04A00020770
Pgi04A00020750 Pgi04A00020770
Pgi04A00020770 Pgi04A00020780
Pgi04A00020770 Pgi04A00020800
Pgi04A00020780 Pgi04A00020790
Pgi04A00020780 Pgi04A00020800
Pgi04A00020790 Pgi04A00020800
Pgi04A00020800 Pgi04A00020810
Pgi04A00020800 Pgi04A00020850
Pgi04A00020810 Pgi04A00020830
Pgi04A00020820 Pgi04A00020830
Pgi04A00020820 Pgi04A00020840
Pgi04A00020830 Pgi04A00020840
Pgi04A00020830 Pgi04A00020860
Pgi04A00020840 Pgi04A00020870
Pgi04A00020850 Pgi04A00020860
Pgi04A00020860 Pgi04A00020870
Pgi04A00020940 Pgi04A00020980
Pgi04A00020970 Pgi04A00020980
Pgi04A00020990 Pgi04A00021000
Pgi04A00021060 Pgi04A00021070
Pgi04A00021110 Pgi04A00021120
Pgi04A00021110 Pgi04A00021140
Pgi04A00021120 Pgi04A00021140
Pgi04A00021130 Pgi04A00021150
Pgi04A00021140 Pgi04A00021150
Pgi04A00021140 Pgi04A00021170
Pgi04A00021150 Pgi04A00021160
Pgi04A00021150 Pgi04A00021170
Pgi04A00021160 Pgi04A00021170
Pgi04A00021160 Pgi04A00021190
Pgi04A00021170 Pgi04A00021190
Pgi04A00021190 Pgi04A00021240
Pgi04A00021230 Pgi04A00021240
Pgi04A00021230 Pgi04A00021280
Pgi04A00021240 Pgi04A00021280
Pgi04A00021250 Pgi04A00021260
Pgi04A00021250 Pgi04A00021270
Pgi04A00021260 Pgi04A00021270
Pgi04A00021280 Pgi04A00021290
Pgi04A00021280 Pgi04A00021300
Pgi04A00021290 Pgi04A00021300
Pgi04A00021290 Pgi04A00021330
Pgi04A00021300 Pgi04A00021310
Pgi04A00021300 Pgi04A00021320
Pgi04A00021310 Pgi04A00021340
Pgi04A00021320 Pgi04A00021330
Pgi04A00021320 Pgi04A00021340
Pgi04A00021330 Pgi04A00021340
Pgi04A00021330 Pgi04A00021350
Pgi04A00021340 Pgi04A00021350
Pgi04A00021340 Pgi04A00021360
Pgi04A00021350 Pgi04A00021360
Pgi04A00021350 Pgi04A00021370
Pgi04A00021360 Pgi04A00021390
Pgi04A00021370 Pgi04A00021390
Pgi04A00021390 Pgi04A00021400
Pgi04A00021410 Pgi04A00021430
Pgi04A00021540 Pgi04A00021580
Pgi04A00021580 Pgi04A00021620
Pgi04A00021640 Pgi04A00021650
Pgi04A00021640 Pgi04A00021670
Pgi04A00021650 Pgi04A00021670
Pgi04A00021670 Pgi04A00021690
Pgi04A00021690 Pgi04A00021700
Pgi04A00021690 Pgi04A00021710
Pgi04A00021700 Pgi04A00021710
Pgi04A00021720 Pgi04A00021730
Pgi04A00021720 Pgi04A00021750
Pgi04A00021730 Pgi04A00021750
Pgi04A00021750 Pgi04A00021760
Pgi04A00021770 Pgi04A00021780
Pgi04A00021980 Pgi04A00021990
Pgi04A00022020 Pgi04A00022040
Pgi04A00022110 Pgi04A00022130
Pgi04A00022200 Pgi04A00022220
Pgi04A00022370 Pgi04A00022380
Pgi04A00022370 Pgi04A00022390
Pgi04A00022380 Pgi04A00022410
Pgi04A00022390 Pgi04A00022400
Pgi04A00022390 Pgi04A00022430
Pgi04A00022400 Pgi04A00022430
Pgi04A00022620 Pgi04A00022660
Pgi04A00022630 Pgi04A00022670
Pgi04A00022640 Pgi04A00022690
Pgi04A00022650 Pgi04A00022700
Pgi04A00022750 Pgi04A00022760
Pgi04A00022750 Pgi04A00022800
Pgi04A00022760 Pgi04A00022800
Pgi04A00022910 Pgi04A00022920
Pgi04A00022990 Pgi04A00023000
Pgi04A00022990 Pgi04A00023030
Pgi04A00023000 Pgi04A00023030
Pgi04A00023030 Pgi04A00023040
Pgi04A00023030 Pgi04A00023070
Pgi04A00023040 Pgi04A00023070
Pgi04A00023210 Pgi04A00023230
Pgi04A00023340 Pgi04A00023380
Pgi04A00023850 Pgi04A00023860
Pgi04A00023870 Pgi04A00023880
Pgi04A00024090 Pgi04A00024100
Pgi04A00024180 Pgi04A00024190
Pgi04A00024180 Pgi04A00024210
Pgi04A00024190 Pgi04A00024210
Pgi04A00024200 Pgi04A00024220
Pgi04A00024210 Pgi04A00024220
Pgi04A00024210 Pgi04A00024230
Pgi04A00024220 Pgi04A00024230
Pgi04A00024820 Pgi04A00024830
Pgi04A00024950 Pgi04A00024970
Pgi04A00024970 Pgi04A00024980
Pgi04A00024970 Pgi04A00025000
Pgi04A00024980 Pgi04A00025000
Pgi04A00025000 Pgi04A00025010
Pgi04A00025000 Pgi04A00025020
Pgi04A00025010 Pgi04A00025020
Pgi04A00025010 Pgi04A00025030
Pgi04A00025020 Pgi04A00025030
Pgi04A00025020 Pgi04A00025060
Pgi04A00025030 Pgi04A00025060
Pgi04A00025060 Pgi04A00025080
Pgi04A00025080 Pgi04A00025090
Pgi04A00025120 Pgi04A00025130
Pgi04A00025120 Pgi04A00025150
Pgi04A00025130 Pgi04A00025140
Pgi04A00025130 Pgi04A00025150
Pgi04A00025140 Pgi04A00025170
Pgi04A00025150 Pgi04A00025170
Pgi04A00025400 Pgi04A00025420
Pgi04A00025560 Pgi04A00025570
Pgi04A00025560 Pgi04A00025590
Pgi04A00025570 Pgi04A00025590
Pgi04A00025860 Pgi04A00025870
Pgi04A00026210 Pgi04A00026220
Pgi04A00026310 Pgi04A00026330
Pgi04A00026470 Pgi04A00026480
Pgi04A00026540 Pgi04A00026550
Pgi04A00026540 Pgi04A00026560
Pgi04A00026550 Pgi04A00026560
Pgi04A00026550 Pgi04A00026570
Pgi04A00026560 Pgi04A00026570
Pgi04A00026640 Pgi04A00026650
Pgi04A00026650 Pgi04A00026680
Pgi04A00026680 Pgi04A00026700
Pgi04A00026690 Pgi04A00026700
Pgi04A00026700 Pgi04A00026720
Pgi04A00026720 Pgi04A00026750
Pgi04A00026730 Pgi04A00026740
Pgi04A00026730 Pgi04A00026770
Pgi04A00026740 Pgi04A00026770
Pgi04A00026760 Pgi04A00026770
Pgi04A00026760 Pgi04A00026780
Pgi04A00026770 Pgi04A00026780
Pgi04A00026770 Pgi04A00026790
Pgi04A00026780 Pgi04A00026790
Pgi04A00026780 Pgi04A00026820
Pgi04A00026790 Pgi04A00026810
Pgi04A00026800 Pgi04A00026810
Pgi04A00026800 Pgi04A00026820
Pgi04A00026810 Pgi04A00026820
Pgi04A00026810 Pgi04A00026830
Pgi04A00026820 Pgi04A00026840
Pgi04A00026830 Pgi04A00026840
Pgi04A00026830 Pgi04A00026850
Pgi04A00026840 Pgi04A00026850
Pgi04A00026840 Pgi04A00026870
Pgi04A00026850 Pgi04A00026870
Pgi04A00026870 Pgi04A00026880
Pgi04A00027190 Pgi04A00027210
Pgi04A00027220 Pgi04A00027260
Pgi04A00027380 Pgi04A00027390
Pgi04A00027510 Pgi04A00027520
Pgi04A00027510 Pgi04A00027530
Pgi04A00027520 Pgi04A00027530
Pgi04A00027540 Pgi04A00027550
Pgi04A00027780 Pgi04A00027790
Pgi04A00027780 Pgi04A00027800
Pgi04A00027790 Pgi04A00027800
Pgi04A00027790 Pgi04A00027810
Pgi04A00027800 Pgi04A00027810
Pgi04A00028160 Pgi04A00028180
Pgi04A00028270 Pgi04A00028310
Pgi04A00028310 Pgi04A00028320
Pgi04A00028310 Pgi04A00028330
Pgi04A00028320 Pgi04A00028330
Pgi04A00028350 Pgi04A00028380
Pgi04A00028380 Pgi04A00028400
Pgi04A00028390 Pgi04A00028400
Pgi04A00028390 Pgi04A00028420
Pgi04A00028400 Pgi04A00028420
Pgi04A00028560 Pgi04A00028570
Pgi04A00028560 Pgi04A00028580
Pgi04A00028570 Pgi04A00028580
Pgi04A00028570 Pgi04A00028590
Pgi04A00028580 Pgi04A00028590
Pgi04A00028580 Pgi04A00028600
Pgi04A00028590 Pgi04A00028600
Pgi04A00028640 Pgi04A00028660
Pgi04A00028950 Pgi04A00028980
Pgi04A00029730 Pgi04A00029770
Pgi04A00030240 Pgi04A00030270
Pgi04A00030300 Pgi04A00030350
Pgi04A00031020 Pgi04A00031040
Pgi04A00032010 Pgi04A00032040
Pgi04A00032190 Pgi04A00032230
Pgi04A00032790 Pgi04A00032800
Pgi04A00032820 Pgi04A00032840
Pgi04A00032860 Pgi04A00032870
Pgi04A00032860 Pgi04A00032880
Pgi04A00032870 Pgi04A00032880
Pgi04A00032920 Pgi04A00032940
Pgi04A00032970 Pgi04A00032990
Pgi04A00033000 Pgi04A00033010
Pgi04A00033020 Pgi04A00033030
Pgi04A00033020 Pgi04A00033040
Pgi04A00033030 Pgi04A00033040
Pgi04A00033250 Pgi04A00033260
Pgi04A00033290 Pgi04A00033300
Pgi04A00033290 Pgi04A00033310
Pgi04A00033300 Pgi04A00033310
Pgi04A00033300 Pgi04A00033330
Pgi04A00033310 Pgi04A00033330
Pgi04A00033510 Pgi04A00033540
Pgi04A00033540 Pgi04A00033550
Pgi04A00033640 Pgi04A00033680
Pgi04A00033720 Pgi04A00033730
Pgi04A00033720 Pgi04A00033740
Pgi04A00033730 Pgi04A00033740
Pgi04A00033810 Pgi04A00033830
Pgi04A00033830 Pgi04A00033860
Pgi04A00033860 Pgi04A00033870
Pgi04A00033860 Pgi04A00033910
Pgi04A00033870 Pgi04A00033910
Pgi04A00033910 Pgi04A00033950
Pgi04A00033920 Pgi04A00033930
Pgi04A00033950 Pgi04A00033970
Pgi04A00033970 Pgi04A00033980
Pgi04A00033990 Pgi04A00034020
Pgi04A00034020 Pgi04A00034050
Pgi04A00034100 Pgi04A00034110
Pgi04A00034100 Pgi04A00034120
Pgi04A00034110 Pgi04A00034120
Pgi04A00034110 Pgi04A00034150
Pgi04A00034120 Pgi04A00034150
Pgi04A00034230 Pgi04A00034250
Pgi04A00034300 Pgi04A00034310
Pgi04A00034360 Pgi04A00034370
Pgi04A00034510 Pgi04A00034520
Pgi04A00034550 Pgi04A00034570
Pgi04A00034630 Pgi04A00034640
Pgi04A00034830 Pgi04A00034840
Pgi04A00034830 Pgi04A00034850
Pgi04A00034840 Pgi04A00034850
Pgi04A00035030 Pgi04A00035040
Pgi04A00035060 Pgi04A00035080
Pgi04A00035110 Pgi04A00035120
Pgi04A00035110 Pgi04A00035130
Pgi04A00035120 Pgi04A00035130
Pgi04A00035120 Pgi04A00035140
Pgi04A00035130 Pgi04A00035140
Pgi04A00035140 Pgi04A00035150
Pgi04A00035160 Pgi04A00035170
Pgi04A00035360 Pgi04A00035380
Pgi04A00035370 Pgi04A00035390
Pgi04A00035380 Pgi04A00035410
Pgi04A00035390 Pgi04A00035420
Pgi04A00035400 Pgi04A00035430
Pgi04A00035410 Pgi04A00035440
Pgi04A00035530 Pgi04A00035540
Pgi04A00035550 Pgi04A00035580
Pgi04A00035560 Pgi04A00035570
Pgi04A00035560 Pgi04A00035590
Pgi04A00035570 Pgi04A00035590
Pgi04A00035610 Pgi04A00035630
Pgi04A00035670 Pgi04A00035720
Pgi04A00035700 Pgi04A00035710
Pgi04A00035730 Pgi04A00035770
Pgi04A00035740 Pgi04A00035760
Pgi04A00035750 Pgi04A00035760
Pgi04A00035750 Pgi04A00035780
Pgi04A00035760 Pgi04A00035780
Pgi04A00035780 Pgi04A00035810
Pgi04A00035910 Pgi04A00035920
Pgi04A00035910 Pgi04A00035950
Pgi04A00035920 Pgi04A00035950
Pgi04A00035980 Pgi04A00035990
Pgi04A00036120 Pgi04A00036130
Pgi04A00036120 Pgi04A00036150
Pgi04A00036130 Pgi04A00036150
Pgi04A00036160 Pgi04A00036190
Pgi04A00036170 Pgi04A00036200
Pgi04A00036180 Pgi04A00036210
Pgi04A00036250 Pgi04A00036260
Pgi04A00036250 Pgi04A00036270
Pgi04A00036260 Pgi04A00036270
Pgi04A00036260 Pgi04A00036280
Pgi04A00036270 Pgi04A00036280
Pgi04A00036270 Pgi04A00036300
Pgi04A00036280 Pgi04A00036300
Pgi04A00036310 Pgi04A00036350
Pgi04A00036320 Pgi04A00036330
Pgi04A00036320 Pgi04A00036340
Pgi04A00036330 Pgi04A00036340
Pgi04A00036330 Pgi04A00036360
Pgi04A00036340 Pgi04A00036360
Pgi04A00036580 Pgi04A00036620
Pgi04A00036600 Pgi04A00036640
Pgi04A00036680 Pgi04A00036700
Pgi04A00036760 Pgi04A00036770
Pgi04A00036880 Pgi04A00036890
Pgi04A00037030 Pgi04A00037050
Pgi04A00037050 Pgi04A00037080
Pgi04A00037160 Pgi04A00037190
Pgi04A00037170 Pgi04A00037190
Pgi04A00037190 Pgi04A00037200
Pgi04A00037190 Pgi04A00037210
Pgi04A00037200 Pgi04A00037210
Pgi04A00037200 Pgi04A00037220
Pgi04A00037210 Pgi04A00037220
Pgi04A00037430 Pgi04A00037440
Pgi04A00037430 Pgi04A00037450
Pgi04A00037440 Pgi04A00037450
Pgi04A00037460 Pgi04A00037470
Pgi04A00037460 Pgi04A00037490
Pgi04A00037470 Pgi04A00037490
Pgi04A00037590 Pgi04A00037600
Pgi04A00037650 Pgi04A00037700
Pgi04A00037720 Pgi04A00037730
Pgi04A00037840 Pgi04A00037890
Pgi04A00037890 Pgi04A00037900
Pgi04A00037890 Pgi04A00037920
Pgi04A00037900 Pgi04A00037920
Pgi04A00037910 Pgi04A00037960
Pgi04A00037920 Pgi04A00037930
Pgi04A00037920 Pgi04A00037960
Pgi04A00037980 Pgi04A00038020
Pgi04A00037990 Pgi04A00038010
Pgi04A00038020 Pgi04A00038030
Pgi04A00038100 Pgi04A00038110
Pgi04A00038150 Pgi04A00038160
Pgi04A00038250 Pgi04A00038260
Pgi04A00038250 Pgi04A00038270
Pgi04A00038260 Pgi04A00038270
Pgi04A00038280 Pgi04A00038330
Pgi04A00038290 Pgi04A00038340
Pgi04A00038300 Pgi04A00038350
Pgi04A00038310 Pgi04A00038360
Pgi04A00038320 Pgi04A00038370
Pgi04A00038380 Pgi04A00038390
Pgi04A00038380 Pgi04A00038400
Pgi04A00038390 Pgi04A00038400
Pgi04A00038390 Pgi04A00038410
Pgi04A00038400 Pgi04A00038410
Pgi04A00038400 Pgi04A00038430
Pgi04A00038410 Pgi04A00038420
Pgi04A00038410 Pgi04A00038430
Pgi04A00038420 Pgi04A00038430
Pgi04A00038420 Pgi04A00038440
Pgi04A00038430 Pgi04A00038440
Pgi04A00038430 Pgi04A00038450
Pgi04A00038440 Pgi04A00038450
Pgi04A00038460 Pgi04A00038490
Pgi04A00038530 Pgi04A00038540
Pgi04A00038530 Pgi04A00038550
Pgi04A00038540 Pgi04A00038550
Pgi04A00038540 Pgi04A00038570
Pgi04A00038550 Pgi04A00038570
Pgi04A00038570 Pgi04A00038580
Pgi04A00038570 Pgi04A00038590
Pgi04A00038580 Pgi04A00038590
Pgi04A00038710 Pgi04A00038730
Pgi04A00038730 Pgi04A00038760
Pgi04A00038770 Pgi04A00038780
Pgi04A00038770 Pgi04A00038790
Pgi04A00038780 Pgi04A00038790
Pgi04A00038800 Pgi04A00038810
Pgi04A00038890 Pgi04A00038920
Pgi04A00038920 Pgi04A00038930
Pgi04A00038920 Pgi04A00038940
Pgi04A00038930 Pgi04A00038940
Pgi04A00038930 Pgi04A00038960
Pgi04A00038940 Pgi04A00038960
Pgi04A00038960 Pgi04A00038970
Pgi04A00038960 Pgi04A00039000
Pgi04A00038970 Pgi04A00039000
Pgi04A00039000 Pgi04A00039010
Pgi04A00039000 Pgi04A00039020
Pgi04A00039010 Pgi04A00039020
Pgi04A00039010 Pgi04A00039030
Pgi04A00039020 Pgi04A00039030
Pgi04A00039020 Pgi04A00039040
Pgi04A00039030 Pgi04A00039040
Pgi04A00039030 Pgi04A00039050
Pgi04A00039040 Pgi04A00039050
Pgi04A00039040 Pgi04A00039060
Pgi04A00039050 Pgi04A00039060
Pgi04A00039050 Pgi04A00039070
Pgi04A00039060 Pgi04A00039070
Pgi04A00039060 Pgi04A00039080
Pgi04A00039070 Pgi04A00039080
Pgi04A00039070 Pgi04A00039090
Pgi04A00039080 Pgi04A00039090
Pgi04A00039120 Pgi04A00039130
Pgi04A00039150 Pgi04A00039160
Pgi04A00039200 Pgi04A00039210
Pgi04A00039260 Pgi04A00039270
Pgi04A00039260 Pgi04A00039290
Pgi04A00039270 Pgi04A00039290
Pgi04A00039290 Pgi04A00039300
Pgi04A00039400 Pgi04A00039420
Pgi04A00039420 Pgi04A00039450
Pgi04A00039450 Pgi04A00039470
Pgi04A00039470 Pgi04A00039480
Pgi04A00039470 Pgi04A00039490
Pgi04A00039480 Pgi04A00039490
Pgi04A00039480 Pgi04A00039510
Pgi04A00039490 Pgi04A00039510
Pgi04A00039510 Pgi04A00039520
Pgi04A00039510 Pgi04A00039530
Pgi04A00039520 Pgi04A00039530
Pgi04A00039680 Pgi04A00039690
Pgi04A00039680 Pgi04A00039700
Pgi04A00039690 Pgi04A00039700
Pgi04A00039850 Pgi04A00039900
Pgi04A00039860 Pgi04A00039910
Pgi04A00039870 Pgi04A00039920
Pgi04A00040210 Pgi04A00040220
Pgi04A00040240 Pgi04A00040260
Pgi04A00040250 Pgi04A00040280
Pgi04A00040350 Pgi04A00040370
Pgi04A00040430 Pgi04A00040450
Pgi04A00040450 Pgi04A00040470
Pgi04A00040470 Pgi04A00040480
Pgi04A00040470 Pgi04A00040490
Pgi04A00040480 Pgi04A00040490
Pgi04A00040480 Pgi04A00040500
Pgi04A00040490 Pgi04A00040500
Pgi04A00040490 Pgi04A00040520
Pgi04A00040500 Pgi04A00040520
Pgi04A00040650 Pgi04A00040670
Pgi04A00040670 Pgi04A00040690
Pgi04A00040770 Pgi04A00040780
Pgi04A00040850 Pgi04A00040860
Pgi04A00040930 Pgi04A00040940
Pgi04A00040940 Pgi04A00040990
Pgi04A00040990 Pgi04A00041040
Pgi04A00041040 Pgi04A00041050
Pgi04A00041050 Pgi04A00041060
Pgi04A00041050 Pgi04A00041080
Pgi04A00041530 Pgi04A00041580
Pgi04A00041570 Pgi04A00041620
Pgi04A00041600 Pgi04A00041610
Pgi04A00041600 Pgi04A00041620
Pgi04A00041610 Pgi04A00041620
Pgi04A00041620 Pgi04A00041640
Pgi04A00041640 Pgi04A00041690
Pgi04A00041670 Pgi04A00041680
Pgi04A00041740 Pgi04A00041760
Pgi04A00042010 Pgi04A00042020
Pgi04A00042020 Pgi04A00042030
Pgi04A00042020 Pgi04A00042060
Pgi04A00042030 Pgi04A00042060
Pgi04A00042160 Pgi04A00042170
Pgi04A00042270 Pgi04A00042310
Pgi04A00042310 Pgi04A00042320
Pgi04A00042360 Pgi04A00042370
Pgi04A00042360 Pgi04A00042380
Pgi04A00042370 Pgi04A00042380
Pgi04A00042430 Pgi04A00042440
Pgi04A00042570 Pgi04A00042580
Pgi04A00042620 Pgi04A00042670
Pgi04A00042670 Pgi04A00042700
Pgi04A00042680 Pgi04A00042690
Pgi04A00042780 Pgi04A00042810
Pgi04A00042790 Pgi04A00042810
Pgi04A00042920 Pgi04A00042930
Pgi04A00043100 Pgi04A00043150
Pgi04A00043110 Pgi04A00043120
Pgi04A00043200 Pgi04A00043210
Pgi04A00043480 Pgi04A00043490
Pgi04A00043720 Pgi04A00043750
Pgi04A00043760 Pgi04A00043770
Pgi04A00043760 Pgi04A00043800
Pgi04A00043770 Pgi04A00043800
Pgi04A00043810 Pgi04A00043820
Pgi04A00043810 Pgi04A00043830
Pgi04A00043820 Pgi04A00043830
Pgi04A00043870 Pgi04A00043890
Pgi04A00043920 Pgi04A00043930
Pgi04A00044010 Pgi04A00044040
Pgi04A00044020 Pgi04A00044030
Pgi04A00044040 Pgi04A00044050
Pgi04A00044230 Pgi04A00044240
Pgi04A00044240 Pgi04A00044260
Pgi04A00044360 Pgi04A00044370
Pgi04A00045040 Pgi04A00045050
Pgi04B00000120 Pgi04B00000160
Pgi04B00000140 Pgi04B00000170
Pgi04B00000150 Pgi04B00000170
Pgi04B00000160 Pgi04B00000170
Pgi04B00000180 Pgi04B00000190
Pgi04B00000490 Pgi04B00000520
Pgi04B00000520 Pgi04B00000530
Pgi04B00000520 Pgi04B00000560
Pgi04B00000530 Pgi04B00000560
Pgi04B00000560 Pgi04B00000590
Pgi04B00000570 Pgi04B00000590
Pgi04B00000740 Pgi04B00000760
Pgi04B00000960 Pgi04B00000980
Pgi04B00001150 Pgi04B00001160
Pgi04B00001190 Pgi04B00001200
Pgi04B00001650 Pgi04B00001700
Pgi04B00001960 Pgi04B00002000
Pgi04B00002200 Pgi04B00002210
Pgi04B00002200 Pgi04B00002230
Pgi04B00002210 Pgi04B00002230
Pgi04B00002540 Pgi04B00002570
Pgi04B00002570 Pgi04B00002580
Pgi04B00003470 Pgi04B00003500
Pgi04B00003660 Pgi04B00003670
Pgi04B00004130 Pgi04B00004140
Pgi04B00005280 Pgi04B00005290
Pgi04B00005800 Pgi04B00005820
Pgi04B00005950 Pgi04B00005960
Pgi04B00006300 Pgi04B00006320
Pgi04B00006320 Pgi04B00006330
Pgi04B00006320 Pgi04B00006350
Pgi04B00006330 Pgi04B00006350
Pgi04B00006350 Pgi04B00006400
Pgi04B00006480 Pgi04B00006490
Pgi04B00006480 Pgi04B00006530
Pgi04B00006490 Pgi04B00006530
Pgi04B00006530 Pgi04B00006550
Pgi04B00006540 Pgi04B00006560
Pgi04B00006610 Pgi04B00006630
Pgi04B00006620 Pgi04B00006640
Pgi04B00006640 Pgi04B00006650
Pgi04B00006730 Pgi04B00006740
Pgi04B00006840 Pgi04B00006850
Pgi04B00006840 Pgi04B00006860
Pgi04B00006850 Pgi04B00006860
Pgi04B00006920 Pgi04B00006940
Pgi04B00006950 Pgi04B00006960
Pgi04B00006950 Pgi04B00006980
Pgi04B00006960 Pgi04B00006980
Pgi04B00006990 Pgi04B00007000
Pgi04B00007180 Pgi04B00007190
Pgi04B00007380 Pgi04B00007400
Pgi04B00007460 Pgi04B00007480
Pgi04B00007480 Pgi04B00007500
Pgi04B00007720 Pgi04B00007730
Pgi04B00007720 Pgi04B00007750
Pgi04B00007730 Pgi04B00007750
Pgi04B00007810 Pgi04B00007840
Pgi04B00007840 Pgi04B00007860
Pgi04B00007850 Pgi04B00007860
Pgi04B00007850 Pgi04B00007870
Pgi04B00007860 Pgi04B00007870
Pgi04B00007940 Pgi04B00007950
Pgi04B00008500 Pgi04B00008510
Pgi04B00008620 Pgi04B00008660
Pgi04B00008660 Pgi04B00008670
Pgi04B00008660 Pgi04B00008680
Pgi04B00008670 Pgi04B00008680
Pgi04B00008920 Pgi04B00008950
Pgi04B00008970 Pgi04B00008990
Pgi04B00008990 Pgi04B00009000
Pgi04B00009080 Pgi04B00009100
Pgi04B00009100 Pgi04B00009110
Pgi04B00009180 Pgi04B00009210
Pgi04B00009190 Pgi04B00009200
Pgi04B00009250 Pgi04B00009260
Pgi04B00009350 Pgi04B00009360
Pgi04B00009770 Pgi04B00009780
Pgi04B00009860 Pgi04B00009890
Pgi04B00010240 Pgi04B00010250
Pgi04B00010300 Pgi04B00010340
Pgi04B00010400 Pgi04B00010410
Pgi04B00010410 Pgi04B00010420
Pgi04B00010430 Pgi04B00010460
Pgi04B00010440 Pgi04B00010470
Pgi04B00010460 Pgi04B00010490
Pgi04B00010510 Pgi04B00010530
Pgi04B00010540 Pgi04B00010570
Pgi04B00010550 Pgi04B00010570
Pgi04B00010620 Pgi04B00010630
Pgi04B00010680 Pgi04B00010730
Pgi04B00010820 Pgi04B00010830
Pgi04B00010820 Pgi04B00010850
Pgi04B00010830 Pgi04B00010850
Pgi04B00011230 Pgi04B00011260
Pgi04B00011240 Pgi04B00011250
Pgi04B00011250 Pgi04B00011270
Pgi04B00011260 Pgi04B00011310
Pgi04B00011310 Pgi04B00011320
Pgi04B00011310 Pgi04B00011330
Pgi04B00011320 Pgi04B00011330
Pgi04B00011320 Pgi04B00011340
Pgi04B00011330 Pgi04B00011340
Pgi04B00011450 Pgi04B00011460
Pgi04B00011450 Pgi04B00011470
Pgi04B00011460 Pgi04B00011490
Pgi04B00011470 Pgi04B00011490
Pgi04B00011480 Pgi04B00011490
Pgi04B00011720 Pgi04B00011730
Pgi04B00011720 Pgi04B00011740
Pgi04B00011730 Pgi04B00011740
Pgi04B00011800 Pgi04B00011850
Pgi04B00012110 Pgi04B00012140
Pgi04B00012140 Pgi04B00012150
Pgi04B00012140 Pgi04B00012160
Pgi04B00012150 Pgi04B00012160
Pgi04B00012150 Pgi04B00012170
Pgi04B00012160 Pgi04B00012170
Pgi04B00012160 Pgi04B00012180
Pgi04B00012170 Pgi04B00012180
Pgi04B00012170 Pgi04B00012200
Pgi04B00012180 Pgi04B00012200
Pgi04B00012330 Pgi04B00012350
Pgi04B00012340 Pgi04B00012350
Pgi04B00012650 Pgi04B00012660
Pgi04B00012650 Pgi04B00012680
Pgi04B00012660 Pgi04B00012680
Pgi04B00012800 Pgi04B00012830
Pgi04B00013150 Pgi04B00013160
Pgi04B00013150 Pgi04B00013170
Pgi04B00013160 Pgi04B00013170
Pgi04B00013160 Pgi04B00013180
Pgi04B00013170 Pgi04B00013180
Pgi04B00013220 Pgi04B00013230
Pgi04B00013280 Pgi04B00013300
Pgi04B00013460 Pgi04B00013470
Pgi04B00013580 Pgi04B00013590
Pgi04B00013620 Pgi04B00013630
Pgi04B00013640 Pgi04B00013650
Pgi04B00013730 Pgi04B00013770
Pgi04B00013740 Pgi04B00013770
Pgi04B00013750 Pgi04B00013780
Pgi04B00013760 Pgi04B00013800
Pgi04B00013850 Pgi04B00013900
Pgi04B00013860 Pgi04B00013910
Pgi04B00013870 Pgi04B00013920
Pgi04B00013950 Pgi04B00013960
Pgi04B00013970 Pgi04B00013980
Pgi04B00014120 Pgi04B00014130
Pgi04B00014400 Pgi04B00014410
Pgi04B00014470 Pgi04B00014480
Pgi04B00014470 Pgi04B00014490
Pgi04B00014480 Pgi04B00014490
Pgi04B00014480 Pgi04B00014500
Pgi04B00014490 Pgi04B00014500
Pgi04B00014610 Pgi04B00014620
Pgi04B00014610 Pgi04B00014640
Pgi04B00014620 Pgi04B00014640
Pgi04B00014730 Pgi04B00014740
Pgi04B00014800 Pgi04B00014810
Pgi04B00014800 Pgi04B00014820
Pgi04B00014810 Pgi04B00014820
Pgi04B00014810 Pgi04B00014830
Pgi04B00014820 Pgi04B00014830
Pgi04B00014820 Pgi04B00014850
Pgi04B00014830 Pgi04B00014850
Pgi04B00014850 Pgi04B00014870
Pgi04B00014870 Pgi04B00014880
Pgi04B00014870 Pgi04B00014890
Pgi04B00014880 Pgi04B00014890
Pgi04B00014880 Pgi04B00014900
Pgi04B00014890 Pgi04B00014900
Pgi04B00014910 Pgi04B00014920
Pgi04B00014910 Pgi04B00014930
Pgi04B00014920 Pgi04B00014930
Pgi04B00014920 Pgi04B00014940
Pgi04B00014930 Pgi04B00014940
Pgi04B00014930 Pgi04B00014950
Pgi04B00014940 Pgi04B00014950
Pgi04B00014940 Pgi04B00014960
Pgi04B00014950 Pgi04B00014960
Pgi04B00015060 Pgi04B00015090
Pgi04B00015170 Pgi04B00015180
Pgi04B00015170 Pgi04B00015200
Pgi04B00015180 Pgi04B00015200
Pgi04B00015310 Pgi04B00015330
Pgi04B00015330 Pgi04B00015340
Pgi04B00015370 Pgi04B00015380
Pgi04B00015620 Pgi04B00015670
Pgi04B00016370 Pgi04B00016390
Pgi04B00016400 Pgi04B00016410
Pgi04B00016400 Pgi04B00016420
