jcvi_default	jcvi_diamond	jcvi_blast	quota_Anchor_diamond	quota_Anchor_blast	jcvi_default_part1	jcvi_default_part2	jcvi_default_part3	jcvi_diamond_part1	jcvi_diamond_part2	jcvi_diamond_part3	jcvi_blast_part1	jcvi_blast_part2	jcvi_blast_part3
gene:Zm00001eb001170_gene:SORBI_3001G531500	gene:Zm00001eb001200_gene:SORBI_3001G531200	gene:Zm00001eb001200_gene:SORBI_3001G531200	gene:Zm00001eb021750_gene:SORBI_3001G316900	gene:Zm00001eb021750_gene:SORBI_3001G316900	gene:Zm00001eb001500_gene:SORBI_3001G528900	gene:Zm00001eb004290_gene:SORBI_3001G499500	gene:Zm00001eb363850_gene:SORBI_3003G410600	gene:Zm00001eb001570_gene:SORBI_3001G527800	gene:Zm00001eb004420_gene:SORBI_3001G498200	gene:Zm00001eb129050_gene:SORBI_3003G135000	gene:Zm00001eb001570_gene:SORBI_3001G527800	gene:Zm00001eb004410_gene:SORBI_3001G498300	gene:Zm00001eb138820_gene:SORBI_3008G059400
gene:Zm00001eb001180_gene:SORBI_3001G531400	gene:Zm00001eb001210_gene:SORBI_3001G531100	gene:Zm00001eb001210_gene:SORBI_3001G531100	gene:Zm00001eb021710_gene:SORBI_3001G317300	gene:Zm00001eb021710_gene:SORBI_3001G317300	gene:Zm00001eb001530_gene:SORBI_3001G528300	gene:Zm00001eb004410_gene:SORBI_3001G498300	gene:Zm00001eb363870_gene:SORBI_3003G410600	gene:Zm00001eb001590_gene:SORBI_3001G527700	gene:Zm00001eb004500_gene:SORBI_3001G497300	gene:Zm00001eb129340_gene:SORBI_3003G135000	gene:Zm00001eb001590_gene:SORBI_3001G527700	gene:Zm00001eb004420_gene:SORBI_3001G498200	gene:Zm00001eb184650_gene:SORBI_3004G217500
gene:Zm00001eb001190_gene:SORBI_3001G531300	gene:Zm00001eb001220_gene:SORBI_3001G531000	gene:Zm00001eb001220_gene:SORBI_3001G531000	gene:Zm00001eb021690_gene:SORBI_3001G317400	gene:Zm00001eb021690_gene:SORBI_3001G317400	gene:Zm00001eb001550_gene:SORBI_3001G528200	gene:Zm00001eb004420_gene:SORBI_3001G498200	gene:Zm00001eb346960_gene:SORBI_3009G066900	gene:Zm00001eb001600_gene:SORBI_3001G527600	gene:Zm00001eb004540_gene:SORBI_3001G497000	gene:Zm00001eb141500_gene:SORBI_3003G423500	gene:Zm00001eb001600_gene:SORBI_3001G527600	gene:Zm00001eb004500_gene:SORBI_3001G497300	gene:Zm00001eb189470_gene:SORBI_3004G255000
gene:Zm00001eb001200_gene:SORBI_3001G531200	gene:Zm00001eb001240_gene:SORBI_3001G530800	gene:Zm00001eb001240_gene:SORBI_3001G530800	gene:Zm00001eb021650_gene:SORBI_3001G317600	gene:Zm00001eb021650_gene:SORBI_3001G317600	gene:Zm00001eb001560_gene:SORBI_3001G528100	gene:Zm00001eb004500_gene:SORBI_3001G497300	gene:Zm00001eb355350_gene:SORBI_3009G022100	gene:Zm00001eb001640_gene:SORBI_3001G527100	gene:Zm00001eb004650_gene:SORBI_3001G496400	gene:Zm00001eb155710_gene:SORBI_3003G268900	gene:Zm00001eb001640_gene:SORBI_3001G527100	gene:Zm00001eb004540_gene:SORBI_3001G497000	gene:Zm00001eb192710_gene:SORBI_3004G325100
gene:Zm00001eb001210_gene:SORBI_3001G531100	gene:Zm00001eb001260_gene:SORBI_3001G530600	gene:Zm00001eb001260_gene:SORBI_3001G530600	gene:Zm00001eb021640_gene:SORBI_3001G318200	gene:Zm00001eb021640_gene:SORBI_3001G318200	gene:Zm00001eb001570_gene:SORBI_3001G527800	gene:Zm00001eb004540_gene:SORBI_3001G497000	gene:Zm00001eb355360_gene:SORBI_3009G022100	gene:Zm00001eb001650_gene:SORBI_3001G527000	gene:Zm00001eb005030_gene:SORBI_3001G493900	gene:Zm00001eb156930_gene:SORBI_3003G256700	gene:Zm00001eb001650_gene:SORBI_3001G527000	gene:Zm00001eb004650_gene:SORBI_3001G496400	gene:Zm00001eb204450_gene:SORBI_3004G114100
gene:Zm00001eb001220_gene:SORBI_3001G531000	gene:Zm00001eb001270_gene:SORBI_3001G530500	gene:Zm00001eb001270_gene:SORBI_3001G530500	gene:Zm00001eb021630_gene:SORBI_3001G318300	gene:Zm00001eb021630_gene:SORBI_3001G318300	gene:Zm00001eb001590_gene:SORBI_3001G527700	gene:Zm00001eb004650_gene:SORBI_3001G496400	gene:Zm00001eb397570_gene:SORBI_3001G418000	gene:Zm00001eb001690_gene:SORBI_3001G526500	gene:Zm00001eb005070_gene:SORBI_3001G493700	gene:Zm00001eb163300_gene:SORBI_3008G008300	gene:Zm00001eb001690_gene:SORBI_3001G526500	gene:Zm00001eb005030_gene:SORBI_3001G493900	gene:Zm00001eb207560_gene:SORBI_3004G050700
gene:Zm00001eb001240_gene:SORBI_3001G530800	gene:Zm00001eb001280_gene:SORBI_3001G530350	gene:Zm00001eb001280_gene:SORBI_3001G530350	gene:Zm00001eb021620_gene:SORBI_3001G318600	gene:Zm00001eb021620_gene:SORBI_3001G318600	gene:Zm00001eb001600_gene:SORBI_3001G527600	gene:Zm00001eb005030_gene:SORBI_3001G493900	gene:Zm00001eb397600_gene:SORBI_3001G420100	gene:Zm00001eb001760_gene:SORBI_3001G526000	gene:Zm00001eb005080_gene:SORBI_3001G493600	gene:Zm00001eb163310_gene:SORBI_3008G008400	gene:Zm00001eb001760_gene:SORBI_3001G526000	gene:Zm00001eb005070_gene:SORBI_3001G493700	gene:Zm00001eb207570_gene:SORBI_3004G050700
gene:Zm00001eb001260_gene:SORBI_3001G530600	gene:Zm00001eb001340_gene:SORBI_3001G530100	gene:Zm00001eb001340_gene:SORBI_3001G530100	gene:Zm00001eb021610_gene:SORBI_3001G318700	gene:Zm00001eb021610_gene:SORBI_3001G318700	gene:Zm00001eb001640_gene:SORBI_3001G527100	gene:Zm00001eb005070_gene:SORBI_3001G493700	gene:Zm00001eb378720_gene:SORBI_3010G015500	gene:Zm00001eb001770_gene:SORBI_3001G525900	gene:Zm00001eb005100_gene:SORBI_3001G493500	gene:Zm00001eb133810_gene:SORBI_3008G080100	gene:Zm00001eb001770_gene:SORBI_3001G525900	gene:Zm00001eb005080_gene:SORBI_3001G493600	gene:Zm00001eb164350_gene:SORBI_3005G229600
gene:Zm00001eb001270_gene:SORBI_3001G530500	gene:Zm00001eb001350_gene:SORBI_3001G530000	gene:Zm00001eb001350_gene:SORBI_3001G530000	gene:Zm00001eb021590_gene:SORBI_3001G319500	gene:Zm00001eb021590_gene:SORBI_3001G319500	gene:Zm00001eb001650_gene:SORBI_3001G527000	gene:Zm00001eb005080_gene:SORBI_3001G493600	gene:Zm00001eb380890_gene:SORBI_3010G121800	gene:Zm00001eb001780_gene:SORBI_3001G525500	gene:Zm00001eb005220_gene:SORBI_3001G492300	gene:Zm00001eb136380_gene:SORBI_3008G137300	gene:Zm00001eb001780_gene:SORBI_3001G525500	gene:Zm00001eb005100_gene:SORBI_3001G493500	gene:Zm00001eb164490_gene:SORBI_3005G229600
gene:Zm00001eb001280_gene:SORBI_3001G530350	gene:Zm00001eb001360_gene:SORBI_3001G529900	gene:Zm00001eb001360_gene:SORBI_3001G529900	gene:Zm00001eb021550_gene:SORBI_3001G319900	gene:Zm00001eb021550_gene:SORBI_3001G319900	gene:Zm00001eb001690_gene:SORBI_3001G526500	gene:Zm00001eb005100_gene:SORBI_3001G493500		gene:Zm00001eb001810_gene:SORBI_3001G525400	gene:Zm00001eb005320_gene:SORBI_3001G491100	gene:Zm00001eb138100_gene:SORBI_3008G105500	gene:Zm00001eb001810_gene:SORBI_3001G525400	gene:Zm00001eb005220_gene:SORBI_3001G492300	gene:Zm00001eb164500_gene:SORBI_3005G229600
gene:Zm00001eb001340_gene:SORBI_3001G530100	gene:Zm00001eb001370_gene:SORBI_3001G529800	gene:Zm00001eb001370_gene:SORBI_3001G529800	gene:Zm00001eb021530_gene:SORBI_3001G320000	gene:Zm00001eb021530_gene:SORBI_3001G320000	gene:Zm00001eb001760_gene:SORBI_3001G526000	gene:Zm00001eb005220_gene:SORBI_3001G492300		gene:Zm00001eb001820_gene:SORBI_3001G525300	gene:Zm00001eb005330_gene:SORBI_3001G491000	gene:Zm00001eb138820_gene:SORBI_3008G059400	gene:Zm00001eb001820_gene:SORBI_3001G525300	gene:Zm00001eb005320_gene:SORBI_3001G491100	gene:Zm00001eb165370_gene:SORBI_3005G208100
gene:Zm00001eb001350_gene:SORBI_3001G530000	gene:Zm00001eb001430_gene:SORBI_3001G529600	gene:Zm00001eb001430_gene:SORBI_3001G529600	gene:Zm00001eb021510_gene:SORBI_3001G320200	gene:Zm00001eb021510_gene:SORBI_3001G320200	gene:Zm00001eb001770_gene:SORBI_3001G525900	gene:Zm00001eb005320_gene:SORBI_3001G491100		gene:Zm00001eb001830_gene:SORBI_3001G525000	gene:Zm00001eb005340_gene:SORBI_3001G490900	gene:Zm00001eb184440_gene:SORBI_3004G211800	gene:Zm00001eb001830_gene:SORBI_3001G525000	gene:Zm00001eb005330_gene:SORBI_3001G491000	gene:Zm00001eb168560_gene:SORBI_3005G103900
gene:Zm00001eb001360_gene:SORBI_3001G529900	gene:Zm00001eb001440_gene:SORBI_3001G529500	gene:Zm00001eb001440_gene:SORBI_3001G529500	gene:Zm00001eb021500_gene:SORBI_3001G320300	gene:Zm00001eb021500_gene:SORBI_3001G320300	gene:Zm00001eb001780_gene:SORBI_3001G525500	gene:Zm00001eb005330_gene:SORBI_3001G491000		gene:Zm00001eb001840_gene:SORBI_3001G524900	gene:Zm00001eb005370_gene:SORBI_3001G490500	gene:Zm00001eb189470_gene:SORBI_3004G255000	gene:Zm00001eb001840_gene:SORBI_3001G524900	gene:Zm00001eb005340_gene:SORBI_3001G490900	gene:Zm00001eb168570_gene:SORBI_3005G103900
gene:Zm00001eb001370_gene:SORBI_3001G529800	gene:Zm00001eb001460_gene:SORBI_3001G529200	gene:Zm00001eb001460_gene:SORBI_3001G529200	gene:Zm00001eb021470_gene:SORBI_3001G320400	gene:Zm00001eb021470_gene:SORBI_3001G320400	gene:Zm00001eb001810_gene:SORBI_3001G525400	gene:Zm00001eb005340_gene:SORBI_3001G490900		gene:Zm00001eb001860_gene:SORBI_3001G524400	gene:Zm00001eb005400_gene:SORBI_3001G489700	gene:Zm00001eb192710_gene:SORBI_3004G325100	gene:Zm00001eb001860_gene:SORBI_3001G524400	gene:Zm00001eb005360_gene:SORBI_3001G490600	gene:Zm00001eb170470_gene:SORBI_3005G131700
gene:Zm00001eb001430_gene:SORBI_3001G529600	gene:Zm00001eb001470_gene:SORBI_3001G529100	gene:Zm00001eb001470_gene:SORBI_3001G529100	gene:Zm00001eb021450_gene:SORBI_3001G320500	gene:Zm00001eb021450_gene:SORBI_3001G320500	gene:Zm00001eb001820_gene:SORBI_3001G525300	gene:Zm00001eb005360_gene:SORBI_3001G490600		gene:Zm00001eb001870_gene:SORBI_3001G524300	gene:Zm00001eb005440_gene:SORBI_3001G488900	gene:Zm00001eb204450_gene:SORBI_3004G114100	gene:Zm00001eb001870_gene:SORBI_3001G524300	gene:Zm00001eb005370_gene:SORBI_3001G490500	gene:Zm00001eb196170_gene:SORBI_3005G024800
gene:Zm00001eb001440_gene:SORBI_3001G529500	gene:Zm00001eb001480_gene:SORBI_3001G529000	gene:Zm00001eb001480_gene:SORBI_3001G529000	gene:Zm00001eb021430_gene:SORBI_3001G320900	gene:Zm00001eb021430_gene:SORBI_3001G320900	gene:Zm00001eb001830_gene:SORBI_3001G525000	gene:Zm00001eb005370_gene:SORBI_3001G490500		gene:Zm00001eb001910_gene:SORBI_3001G523700	gene:Zm00001eb005460_gene:SORBI_3001G488700	gene:Zm00001eb165370_gene:SORBI_3005G208100	gene:Zm00001eb001910_gene:SORBI_3001G523700	gene:Zm00001eb005400_gene:SORBI_3001G489700	gene:Zm00001eb196180_gene:SORBI_3005G024800
gene:Zm00001eb001460_gene:SORBI_3001G529200	gene:Zm00001eb001490_gene:SORBI_3001G528800	gene:Zm00001eb001490_gene:SORBI_3001G528800	gene:Zm00001eb021400_gene:SORBI_3001G321200	gene:Zm00001eb021400_gene:SORBI_3001G321200	gene:Zm00001eb001840_gene:SORBI_3001G524900	gene:Zm00001eb005400_gene:SORBI_3001G489700		gene:Zm00001eb001920_gene:SORBI_3001G523500	gene:Zm00001eb005530_gene:SORBI_3001G488500	gene:Zm00001eb196730_gene:SORBI_3005G040400	gene:Zm00001eb001920_gene:SORBI_3001G523500	gene:Zm00001eb005440_gene:SORBI_3001G488900	gene:Zm00001eb200700_gene:SORBI_3005G095700
gene:Zm00001eb001470_gene:SORBI_3001G529100	gene:Zm00001eb001500_gene:SORBI_3001G528900	gene:Zm00001eb001500_gene:SORBI_3001G528900	gene:Zm00001eb021390_gene:SORBI_3001G321400	gene:Zm00001eb021390_gene:SORBI_3001G321400	gene:Zm00001eb001860_gene:SORBI_3001G524400	gene:Zm00001eb005430_gene:SORBI_3001G489600		gene:Zm00001eb001970_gene:SORBI_3001G523000	gene:Zm00001eb005540_gene:SORBI_3001G488400	gene:Zm00001eb196820_gene:SORBI_3005G040400	gene:Zm00001eb001970_gene:SORBI_3001G523000	gene:Zm00001eb005460_gene:SORBI_3001G488700	gene:Zm00001eb201680_gene:SORBI_3005G147800
gene:Zm00001eb001480_gene:SORBI_3001G529000	gene:Zm00001eb001510_gene:SORBI_3001G528600	gene:Zm00001eb001510_gene:SORBI_3001G528600	gene:Zm00001eb021380_gene:SORBI_3001G321500	gene:Zm00001eb021380_gene:SORBI_3001G321500	gene:Zm00001eb001870_gene:SORBI_3001G524300	gene:Zm00001eb005440_gene:SORBI_3001G488900		gene:Zm00001eb002000_gene:SORBI_3001G522600	gene:Zm00001eb005600_gene:SORBI_3001G487200	gene:Zm00001eb197130_gene:SORBI_3005G040400	gene:Zm00001eb002000_gene:SORBI_3001G522600	gene:Zm00001eb005530_gene:SORBI_3001G488500	gene:Zm00001eb201840_gene:SORBI_3005G153600
gene:Zm00001eb001490_gene:SORBI_3001G528800	gene:Zm00001eb001530_gene:SORBI_3001G528300	gene:Zm00001eb001530_gene:SORBI_3001G528300	gene:Zm00001eb021350_gene:SORBI_3001G321800	gene:Zm00001eb021350_gene:SORBI_3001G321800	gene:Zm00001eb001910_gene:SORBI_3001G523700	gene:Zm00001eb005460_gene:SORBI_3001G488700		gene:Zm00001eb002040_gene:SORBI_3001G522100	gene:Zm00001eb005640_gene:SORBI_3001G487000	gene:Zm00001eb200700_gene:SORBI_3005G095700	gene:Zm00001eb002040_gene:SORBI_3001G522100	gene:Zm00001eb005540_gene:SORBI_3001G488400	gene:Zm00001eb171200_gene:SORBI_3007G074400
gene:Zm00001eb001500_gene:SORBI_3001G528900	gene:Zm00001eb001550_gene:SORBI_3001G528200	gene:Zm00001eb001550_gene:SORBI_3001G528200	gene:Zm00001eb021340_gene:SORBI_3001G321900	gene:Zm00001eb021340_gene:SORBI_3001G321900	gene:Zm00001eb001920_gene:SORBI_3001G523500	gene:Zm00001eb005530_gene:SORBI_3001G488500		gene:Zm00001eb002060_gene:SORBI_3001G522000	gene:Zm00001eb005650_gene:SORBI_3001G486800	gene:Zm00001eb201680_gene:SORBI_3005G147800	gene:Zm00001eb002060_gene:SORBI_3001G522000	gene:Zm00001eb005600_gene:SORBI_3001G487200	gene:Zm00001eb180470_gene:SORBI_3007G175900
gene:Zm00001eb001510_gene:SORBI_3001G528600	gene:Zm00001eb001560_gene:SORBI_3001G528100	gene:Zm00001eb001560_gene:SORBI_3001G528100	gene:Zm00001eb021320_gene:SORBI_3001G322000	gene:Zm00001eb021320_gene:SORBI_3001G322000	gene:Zm00001eb001960_gene:SORBI_3001G523000	gene:Zm00001eb005540_gene:SORBI_3001G488400		gene:Zm00001eb002070_gene:SORBI_3001G521900	gene:Zm00001eb005680_gene:SORBI_3001G486100	gene:Zm00001eb180470_gene:SORBI_3007G175900	gene:Zm00001eb002070_gene:SORBI_3001G521900	gene:Zm00001eb005640_gene:SORBI_3001G487000	gene:Zm00001eb202890_gene:SORBI_3007G175900
gene:Zm00001eb001530_gene:SORBI_3001G528300	gene:Zm00001eb001570_gene:SORBI_3001G527800	gene:Zm00001eb001570_gene:SORBI_3001G527800	gene:Zm00001eb021310_gene:SORBI_3001G322100	gene:Zm00001eb021310_gene:SORBI_3001G322100	gene:Zm00001eb002000_gene:SORBI_3001G522600	gene:Zm00001eb005600_gene:SORBI_3001G487200		gene:Zm00001eb002100_gene:SORBI_3001G521500	gene:Zm00001eb005710_gene:SORBI_3001G485800	gene:Zm00001eb202890_gene:SORBI_3007G175900	gene:Zm00001eb002100_gene:SORBI_3001G521500	gene:Zm00001eb005650_gene:SORBI_3001G486800	gene:Zm00001eb216150_gene:SORBI_3001G115600
gene:Zm00001eb001550_gene:SORBI_3001G528200	gene:Zm00001eb001590_gene:SORBI_3001G527700	gene:Zm00001eb001590_gene:SORBI_3001G527700	gene:Zm00001eb021300_gene:SORBI_3001G322300	gene:Zm00001eb021300_gene:SORBI_3001G322300	gene:Zm00001eb002040_gene:SORBI_3001G522100	gene:Zm00001eb005640_gene:SORBI_3001G487000		gene:Zm00001eb002170_gene:SORBI_3001G521100	gene:Zm00001eb005940_gene:SORBI_3001G483300	gene:Zm00001eb217720_gene:SORBI_3001G145100	gene:Zm00001eb002170_gene:SORBI_3001G521100	gene:Zm00001eb005680_gene:SORBI_3001G486100	gene:Zm00001eb216200_gene:SORBI_3001G115600
gene:Zm00001eb001560_gene:SORBI_3001G528100	gene:Zm00001eb001600_gene:SORBI_3001G527600	gene:Zm00001eb001600_gene:SORBI_3001G527600	gene:Zm00001eb021290_gene:SORBI_3001G322400	gene:Zm00001eb021290_gene:SORBI_3001G322400	gene:Zm00001eb002060_gene:SORBI_3001G522000	gene:Zm00001eb005650_gene:SORBI_3001G486800		gene:Zm00001eb002180_gene:SORBI_3001G520900	gene:Zm00001eb005950_gene:SORBI_3001G483200	gene:Zm00001eb219330_gene:SORBI_3001G176400	gene:Zm00001eb002180_gene:SORBI_3001G520900	gene:Zm00001eb005710_gene:SORBI_3001G485800	gene:Zm00001eb217720_gene:SORBI_3001G145100
gene:Zm00001eb001570_gene:SORBI_3001G527800	gene:Zm00001eb001630_gene:SORBI_3001G527500	gene:Zm00001eb001630_gene:SORBI_3001G527500	gene:Zm00001eb021270_gene:SORBI_3001G322500	gene:Zm00001eb021270_gene:SORBI_3001G322500	gene:Zm00001eb002070_gene:SORBI_3001G521900	gene:Zm00001eb005680_gene:SORBI_3001G486100		gene:Zm00001eb002190_gene:SORBI_3001G520800	gene:Zm00001eb005960_gene:SORBI_3001G483100	gene:Zm00001eb222950_gene:SORBI_3001G247000	gene:Zm00001eb002190_gene:SORBI_3001G520800	gene:Zm00001eb005940_gene:SORBI_3001G483300	gene:Zm00001eb219330_gene:SORBI_3001G176400
gene:Zm00001eb001590_gene:SORBI_3001G527700	gene:Zm00001eb001640_gene:SORBI_3001G527100	gene:Zm00001eb001640_gene:SORBI_3001G527100	gene:Zm00001eb021260_gene:SORBI_3001G322600	gene:Zm00001eb021260_gene:SORBI_3001G322600	gene:Zm00001eb002090_gene:SORBI_3001G521850	gene:Zm00001eb005700_gene:SORBI_3001G485901		gene:Zm00001eb002220_gene:SORBI_3001G520300	gene:Zm00001eb006080_gene:SORBI_3001G481900	gene:Zm00001eb225990_gene:SORBI_3010G241800	gene:Zm00001eb002220_gene:SORBI_3001G520300	gene:Zm00001eb005950_gene:SORBI_3001G483200	gene:Zm00001eb220530_gene:SORBI_3001G197800
gene:Zm00001eb001600_gene:SORBI_3001G527600	gene:Zm00001eb001650_gene:SORBI_3001G527000	gene:Zm00001eb001650_gene:SORBI_3001G527000	gene:Zm00001eb021240_gene:SORBI_3001G322700	gene:Zm00001eb021240_gene:SORBI_3001G322700	gene:Zm00001eb002100_gene:SORBI_3001G521500	gene:Zm00001eb005710_gene:SORBI_3001G485800		gene:Zm00001eb002250_gene:SORBI_3001G520100	gene:Zm00001eb006150_gene:SORBI_3001G481700	gene:Zm00001eb228350_gene:SORBI_3010G270900	gene:Zm00001eb002250_gene:SORBI_3001G520100	gene:Zm00001eb005960_gene:SORBI_3001G483100	gene:Zm00001eb222950_gene:SORBI_3001G247000
gene:Zm00001eb001630_gene:SORBI_3001G527500	gene:Zm00001eb001670_gene:SORBI_3001G526800	gene:Zm00001eb001670_gene:SORBI_3001G526800	gene:Zm00001eb021230_gene:SORBI_3001G322832	gene:Zm00001eb021230_gene:SORBI_3001G322832	gene:Zm00001eb002170_gene:SORBI_3001G521100	gene:Zm00001eb005830_gene:SORBI_3001G484300		gene:Zm00001eb002260_gene:SORBI_3001G519900	gene:Zm00001eb006270_gene:SORBI_3001G480800	gene:Zm00001eb237600_gene:SORBI_3004G121900	gene:Zm00001eb002260_gene:SORBI_3001G519900	gene:Zm00001eb006080_gene:SORBI_3001G481900	gene:Zm00001eb232740_gene:SORBI_3004G050700
gene:Zm00001eb001640_gene:SORBI_3001G527100	gene:Zm00001eb001680_gene:SORBI_3001G526600	gene:Zm00001eb001680_gene:SORBI_3001G526600	gene:Zm00001eb021220_gene:SORBI_3001G322900	gene:Zm00001eb021220_gene:SORBI_3001G322900	gene:Zm00001eb002180_gene:SORBI_3001G520900	gene:Zm00001eb005930_gene:SORBI_3001G483300		gene:Zm00001eb002270_gene:SORBI_3001G519800	gene:Zm00001eb006400_gene:SORBI_3001G478700	gene:Zm00001eb241220_gene:SORBI_3004G149466	gene:Zm00001eb002270_gene:SORBI_3001G519800	gene:Zm00001eb006150_gene:SORBI_3001G481700	gene:Zm00001eb237600_gene:SORBI_3004G121900
gene:Zm00001eb001650_gene:SORBI_3001G527000	gene:Zm00001eb001690_gene:SORBI_3001G526500	gene:Zm00001eb001690_gene:SORBI_3001G526500	gene:Zm00001eb021210_gene:SORBI_3001G323000	gene:Zm00001eb021210_gene:SORBI_3001G323000	gene:Zm00001eb002190_gene:SORBI_3001G520800	gene:Zm00001eb005950_gene:SORBI_3001G483200		gene:Zm00001eb002290_gene:SORBI_3001G519700	gene:Zm00001eb006510_gene:SORBI_3001G478300	gene:Zm00001eb242200_gene:SORBI_3004G162700	gene:Zm00001eb002290_gene:SORBI_3001G519700	gene:Zm00001eb006270_gene:SORBI_3001G480800	gene:Zm00001eb241220_gene:SORBI_3004G149466
gene:Zm00001eb001670_gene:SORBI_3001G526800	gene:Zm00001eb001710_gene:SORBI_3001G526300	gene:Zm00001eb001710_gene:SORBI_3001G526300	gene:Zm00001eb021170_gene:SORBI_3001G323400	gene:Zm00001eb021170_gene:SORBI_3001G323400	gene:Zm00001eb002220_gene:SORBI_3001G520300	gene:Zm00001eb005960_gene:SORBI_3001G483100		gene:Zm00001eb002300_gene:SORBI_3001G519300	gene:Zm00001eb006550_gene:SORBI_3001G477900	gene:Zm00001eb257440_gene:SORBI_3004G325100	gene:Zm00001eb002300_gene:SORBI_3001G519300	gene:Zm00001eb006400_gene:SORBI_3001G478700	gene:Zm00001eb242200_gene:SORBI_3004G162700
gene:Zm00001eb001680_gene:SORBI_3001G526600	gene:Zm00001eb001720_gene:SORBI_3001G526200	gene:Zm00001eb001720_gene:SORBI_3001G526200	gene:Zm00001eb021140_gene:SORBI_3001G323600	gene:Zm00001eb021140_gene:SORBI_3001G323600	gene:Zm00001eb002250_gene:SORBI_3001G520100	gene:Zm00001eb005980_gene:SORBI_3001G482800		gene:Zm00001eb002320_gene:SORBI_3001G519000	gene:Zm00001eb006560_gene:SORBI_3001G477800	gene:Zm00001eb257490_gene:SORBI_3004G325100	gene:Zm00001eb002320_gene:SORBI_3001G519000	gene:Zm00001eb006510_gene:SORBI_3001G478300	gene:Zm00001eb244940_gene:SORBI_3004G190400
gene:Zm00001eb001690_gene:SORBI_3001G526500	gene:Zm00001eb001760_gene:SORBI_3001G526000	gene:Zm00001eb001760_gene:SORBI_3001G526000	gene:Zm00001eb021090_gene:SORBI_3001G324100	gene:Zm00001eb021090_gene:SORBI_3001G324100	gene:Zm00001eb002260_gene:SORBI_3001G519900	gene:Zm00001eb006080_gene:SORBI_3001G481900		gene:Zm00001eb002350_gene:SORBI_3001G518900	gene:Zm00001eb006570_gene:SORBI_3001G477700	gene:Zm00001eb269450_gene:SORBI_3010G017100	gene:Zm00001eb002350_gene:SORBI_3001G518900	gene:Zm00001eb006550_gene:SORBI_3001G477900	gene:Zm00001eb247150_gene:SORBI_3004G217500
gene:Zm00001eb001710_gene:SORBI_3001G526300	gene:Zm00001eb001770_gene:SORBI_3001G525900	gene:Zm00001eb001770_gene:SORBI_3001G525900	gene:Zm00001eb021080_gene:SORBI_3001G324300	gene:Zm00001eb021080_gene:SORBI_3001G324300	gene:Zm00001eb002270_gene:SORBI_3001G519800	gene:Zm00001eb006150_gene:SORBI_3001G481700		gene:Zm00001eb002380_gene:SORBI_3001G518800	gene:Zm00001eb006590_gene:SORBI_3001G477600	gene:Zm00001eb271070_gene:SORBI_3010G044300	gene:Zm00001eb002380_gene:SORBI_3001G518800	gene:Zm00001eb006560_gene:SORBI_3001G477800	gene:Zm00001eb257440_gene:SORBI_3004G325100
gene:Zm00001eb001720_gene:SORBI_3001G526200	gene:Zm00001eb001780_gene:SORBI_3001G525500	gene:Zm00001eb001780_gene:SORBI_3001G525500	gene:Zm00001eb021070_gene:SORBI_3001G324400	gene:Zm00001eb021070_gene:SORBI_3001G324400	gene:Zm00001eb002290_gene:SORBI_3001G519700	gene:Zm00001eb006270_gene:SORBI_3001G480800		gene:Zm00001eb002390_gene:SORBI_3001G518700	gene:Zm00001eb006610_gene:SORBI_3001G477400	gene:Zm00001eb273340_gene:SORBI_3010G242300	gene:Zm00001eb002390_gene:SORBI_3001G518700	gene:Zm00001eb006570_gene:SORBI_3001G477700	gene:Zm00001eb257490_gene:SORBI_3004G325100
gene:Zm00001eb001760_gene:SORBI_3001G526000	gene:Zm00001eb001810_gene:SORBI_3001G525400	gene:Zm00001eb001810_gene:SORBI_3001G525400	gene:Zm00001eb021060_gene:SORBI_3001G324600	gene:Zm00001eb021060_gene:SORBI_3001G324600	gene:Zm00001eb002300_gene:SORBI_3001G519300	gene:Zm00001eb006400_gene:SORBI_3001G478700		gene:Zm00001eb002420_gene:SORBI_3001G518500	gene:Zm00001eb006630_gene:SORBI_3001G477100	gene:Zm00001eb280140_gene:SORBI_3010G102200	gene:Zm00001eb002420_gene:SORBI_3001G518500	gene:Zm00001eb006590_gene:SORBI_3001G477600	gene:Zm00001eb269450_gene:SORBI_3010G017100
gene:Zm00001eb001770_gene:SORBI_3001G525900	gene:Zm00001eb001820_gene:SORBI_3001G525300	gene:Zm00001eb001820_gene:SORBI_3001G525300	gene:Zm00001eb021040_gene:SORBI_3001G324800	gene:Zm00001eb021040_gene:SORBI_3001G324800	gene:Zm00001eb002320_gene:SORBI_3001G519000	gene:Zm00001eb006510_gene:SORBI_3001G478300		gene:Zm00001eb002440_gene:SORBI_3001G518300	gene:Zm00001eb006670_gene:SORBI_3001G476600	gene:Zm00001eb281090_gene:SORBI_3010G126800	gene:Zm00001eb002440_gene:SORBI_3001G518300	gene:Zm00001eb006610_gene:SORBI_3001G477400	gene:Zm00001eb273340_gene:SORBI_3010G242300
