query_gene	ref_gene	query_chr	ref_chr	query_index	ref_index	Type
gene:Zm00001eb182460	gene:SORBI_3004G182500	4	4	1615	1901	shared_gene_pairs
gene:Zm00001eb182470	gene:SORBI_3004G182600	4	4	1616	1902	shared_gene_pairs
gene:Zm00001eb182480	gene:SORBI_3004G182700	4	4	1617	1903	shared_gene_pairs
gene:Zm00001eb182490	gene:SORBI_3004G182900	4	4	1618	1905	shared_gene_pairs
gene:Zm00001eb182540	gene:SORBI_3004G183800	4	4	1621	1914	shared_gene_pairs
gene:Zm00001eb182550	gene:SORBI_3004G184000	4	4	1622	1917	shared_gene_pairs
gene:Zm00001eb182590	gene:SORBI_3004G184500	4	4	1626	1922	shared_gene_pairs
gene:Zm00001eb182640	gene:SORBI_3004G185000	4	4	1631	1927	shared_gene_pairs
gene:Zm00001eb182650	gene:SORBI_3004G185200	4	4	1632	1929	shared_gene_pairs
gene:Zm00001eb182660	gene:SORBI_3004G185600	4	4	1633	1933	shared_gene_pairs
gene:Zm00001eb182680	gene:SORBI_3004G185900	4	4	1635	1935	shared_gene_pairs
gene:Zm00001eb182690	gene:SORBI_3004G186300	4	4	1636	1939	shared_gene_pairs
gene:Zm00001eb182740	gene:SORBI_3004G186500	4	4	1640	1941	shared_gene_pairs
gene:Zm00001eb182750	gene:SORBI_3004G186900	4	4	1641	1944	shared_gene_pairs
gene:Zm00001eb182770	gene:SORBI_3004G187800	4	4	1642	1954	shared_gene_pairs
gene:Zm00001eb182780	gene:SORBI_3004G187900	4	4	1643	1955	shared_gene_pairs
gene:Zm00001eb182800	gene:SORBI_3004G188100	4	4	1645	1957	shared_gene_pairs
gene:Zm00001eb182820	gene:SORBI_3004G188400	4	4	1647	1960	shared_gene_pairs
gene:Zm00001eb182830	gene:SORBI_3004G188500	4	4	1648	1961	shared_gene_pairs
gene:Zm00001eb182870	gene:SORBI_3004G188701	4	4	1652	1963	shared_gene_pairs
gene:Zm00001eb182890	gene:SORBI_3004G189100	4	4	1654	1967	shared_gene_pairs
gene:Zm00001eb182900	gene:SORBI_3004G189200	4	4	1655	1968	shared_gene_pairs
gene:Zm00001eb182920	gene:SORBI_3004G189600	4	4	1657	1972	shared_gene_pairs
gene:Zm00001eb182940	gene:SORBI_3004G189900	4	4	1659	1975	shared_gene_pairs
gene:Zm00001eb182980	gene:SORBI_3004G190100	4	4	1662	1976	shared_gene_pairs
gene:Zm00001eb183000	gene:SORBI_3004G190500	4	4	1663	1980	shared_gene_pairs
gene:Zm00001eb183010	gene:SORBI_3004G190600	4	4	1664	1981	shared_gene_pairs
gene:Zm00001eb183100	gene:SORBI_3004G190700	4	4	1672	1982	shared_gene_pairs
gene:Zm00001eb183150	gene:SORBI_3004G190800	4	4	1673	1983	quota_Anchor
gene:Zm00001eb183160	gene:SORBI_3004G190900	4	4	1674	1984	shared_gene_pairs
gene:Zm00001eb183170	gene:SORBI_3004G191200	4	4	1675	1987	shared_gene_pairs
gene:Zm00001eb183190	gene:SORBI_3004G191700	4	4	1677	1992	shared_gene_pairs
gene:Zm00001eb183200	gene:SORBI_3004G191901	4	4	1678	1994	shared_gene_pairs
gene:Zm00001eb183250	gene:SORBI_3004G192400	4	4	1682	1999	shared_gene_pairs
gene:Zm00001eb183260	gene:SORBI_3004G192600	4	4	1683	2002	shared_gene_pairs
gene:Zm00001eb183270	gene:SORBI_3004G192700	4	4	1684	2003	shared_gene_pairs
gene:Zm00001eb183280	gene:SORBI_3004G192900	4	4	1685	2005	shared_gene_pairs
gene:Zm00001eb183290	gene:SORBI_3004G193500	4	4	1686	2012	shared_gene_pairs
gene:Zm00001eb183320	gene:SORBI_3004G193700	4	4	1688	2014	shared_gene_pairs
gene:Zm00001eb183340	gene:SORBI_3004G194100	4	4	1689	2018	shared_gene_pairs
gene:Zm00001eb183350	gene:SORBI_3004G194400	4	4	1690	2020	shared_gene_pairs
gene:Zm00001eb183370	gene:SORBI_3004G196300	4	4	1692	2039	shared_gene_pairs
gene:Zm00001eb183380	gene:SORBI_3004G196400	4	4	1693	2040	shared_gene_pairs
gene:Zm00001eb183390	gene:SORBI_3004G197600	4	4	1694	2051	shared_gene_pairs
gene:Zm00001eb183410	gene:SORBI_3004G198400	4	4	1696	2060	shared_gene_pairs
gene:Zm00001eb183430	gene:SORBI_3004G198500	4	4	1698	2061	shared_gene_pairs
gene:Zm00001eb183460	gene:SORBI_3004G198600	4	4	1702	2063	shared_gene_pairs
gene:Zm00001eb183490	gene:SORBI_3004G198900	4	4	1704	2066	shared_gene_pairs
gene:Zm00001eb183500	gene:SORBI_3004G199200	4	4	1705	2069	shared_gene_pairs
gene:Zm00001eb183530	gene:SORBI_3004G199300	4	4	1707	2070	shared_gene_pairs
gene:Zm00001eb183560	gene:SORBI_3004G199400	4	4	1710	2071	shared_gene_pairs
gene:Zm00001eb183580	gene:SORBI_3004G199500	4	4	1712	2072	shared_gene_pairs
gene:Zm00001eb183590	gene:SORBI_3004G199700	4	4	1713	2074	shared_gene_pairs
gene:Zm00001eb183600	gene:SORBI_3004G200000	4	4	1714	2077	shared_gene_pairs
gene:Zm00001eb183610	gene:SORBI_3004G200400	4	4	1715	2080	shared_gene_pairs
gene:Zm00001eb183620	gene:SORBI_3004G200700	4	4	1716	2083	shared_gene_pairs
gene:Zm00001eb183650	gene:SORBI_3004G201100	4	4	1719	2089	quota_Anchor
gene:Zm00001eb183690	gene:SORBI_3004G201300	4	4	1722	2091	shared_gene_pairs
gene:Zm00001eb183700	gene:SORBI_3004G201600	4	4	1723	2093	shared_gene_pairs
gene:Zm00001eb183710	gene:SORBI_3004G201700	4	4	1724	2094	shared_gene_pairs
gene:Zm00001eb183740	gene:SORBI_3004G201900	4	4	1727	2096	shared_gene_pairs
gene:Zm00001eb183750	gene:SORBI_3004G202000	4	4	1728	2097	shared_gene_pairs
gene:Zm00001eb183760	gene:SORBI_3004G202100	4	4	1729	2098	shared_gene_pairs
gene:Zm00001eb183770	gene:SORBI_3004G202200	4	4	1730	2099	shared_gene_pairs
gene:Zm00001eb183780	gene:SORBI_3004G202500	4	4	1731	2102	shared_gene_pairs
gene:Zm00001eb183810	gene:SORBI_3004G202800	4	4	1734	2106	shared_gene_pairs
gene:Zm00001eb183820	gene:SORBI_3004G203000	4	4	1735	2108	shared_gene_pairs
gene:Zm00001eb183830	gene:SORBI_3004G203100	4	4	1736	2109	shared_gene_pairs
gene:Zm00001eb183860	gene:SORBI_3004G203500	4	4	1739	2114	shared_gene_pairs
gene:Zm00001eb183880	gene:SORBI_3004G203600	4	4	1741	2115	shared_gene_pairs
gene:Zm00001eb183910	gene:SORBI_3004G203700	4	4	1743	2118	shared_gene_pairs
gene:Zm00001eb183950	gene:SORBI_3004G203900	4	4	1747	2120	shared_gene_pairs
gene:Zm00001eb183970	gene:SORBI_3004G205000	4	4	1749	2132	shared_gene_pairs
gene:Zm00001eb184000	gene:SORBI_3004G205100	4	4	1752	2133	shared_gene_pairs
gene:Zm00001eb184010	gene:SORBI_3004G205700	4	4	1753	2139	quota_align
gene:Zm00001eb184020	gene:SORBI_3004G206100	4	4	1754	2144	shared_gene_pairs
gene:Zm00001eb184040	gene:SORBI_3004G206700	4	4	1755	2150	shared_gene_pairs
gene:Zm00001eb184050	gene:SORBI_3004G207000	4	4	1756	2153	shared_gene_pairs
gene:Zm00001eb184070	gene:SORBI_3004G207900	4	4	1758	2165	shared_gene_pairs
gene:Zm00001eb184080	gene:SORBI_3004G208000	4	4	1759	2166	shared_gene_pairs
gene:Zm00001eb184090	gene:SORBI_3004G208100	4	4	1760	2167	shared_gene_pairs
gene:Zm00001eb184100	gene:SORBI_3004G208301	4	4	1761	2169	shared_gene_pairs
gene:Zm00001eb184110	gene:SORBI_3004G208400	4	4	1762	2170	shared_gene_pairs
gene:Zm00001eb184150	gene:SORBI_3004G208600	4	4	1764	2172	shared_gene_pairs
gene:Zm00001eb184290	gene:SORBI_3004G208800	4	4	1776	2174	shared_gene_pairs
gene:Zm00001eb184300	gene:SORBI_3004G209400	4	4	1777	2180	shared_gene_pairs
gene:Zm00001eb184310	gene:SORBI_3004G210000	4	4	1778	2187	shared_gene_pairs
gene:Zm00001eb184320	gene:SORBI_3004G210900	4	4	1779	2196	shared_gene_pairs
gene:Zm00001eb184340	gene:SORBI_3004G211200	4	4	1781	2199	shared_gene_pairs
gene:Zm00001eb184420	gene:SORBI_3004G211501	4	4	1788	2202	shared_gene_pairs
gene:Zm00001eb184450	gene:SORBI_3004G211833	4	4	1790	2206	shared_gene_pairs
gene:Zm00001eb184470	gene:SORBI_3004G211900	4	4	1792	2208	shared_gene_pairs
gene:Zm00001eb184480	gene:SORBI_3004G212000	4	4	1793	2209	shared_gene_pairs
gene:Zm00001eb184500	gene:SORBI_3004G212200	4	4	1795	2211	shared_gene_pairs
gene:Zm00001eb184510	gene:SORBI_3004G212400	4	4	1796	2215	shared_gene_pairs
gene:Zm00001eb184520	gene:SORBI_3004G212500	4	4	1797	2217	shared_gene_pairs
gene:Zm00001eb184540	gene:SORBI_3004G212700	4	4	1798	2218	shared_gene_pairs
gene:Zm00001eb184560	gene:SORBI_3004G213000	4	4	1799	2221	shared_gene_pairs
gene:Zm00001eb184570	gene:SORBI_3004G213300	4	4	1800	2224	shared_gene_pairs
gene:Zm00001eb184600	gene:SORBI_3004G213800	4	4	1803	2228	shared_gene_pairs
gene:Zm00001eb184610	gene:SORBI_3004G214000	4	4	1804	2230	shared_gene_pairs
gene:Zm00001eb184620	gene:SORBI_3004G214100	4	4	1805	2231	shared_gene_pairs
gene:Zm00001eb184630	gene:SORBI_3004G214200	4	4	1806	2232	shared_gene_pairs
gene:Zm00001eb184650	gene:SORBI_3004G214900	4	4	1808	2238	quota_align
gene:Zm00001eb184670	gene:SORBI_3004G214800	4	4	1810	2237	shared_gene_pairs
gene:Zm00001eb184710	gene:SORBI_3004G214900	4	4	1813	2238	quota_Anchor
gene:Zm00001eb184780	gene:SORBI_3004G215000	4	4	1819	2239	shared_gene_pairs
gene:Zm00001eb184830	gene:SORBI_3004G215500	4	4	1823	2244	shared_gene_pairs
gene:Zm00001eb184840	gene:SORBI_3004G215600	4	4	1824	2245	shared_gene_pairs
gene:Zm00001eb184850	gene:SORBI_3004G215700	4	4	1825	2247	quota_Anchor
gene:Zm00001eb184850	gene:SORBI_3004G216400	4	4	1825	2254	quota_align
gene:Zm00001eb184870	gene:SORBI_3004G216700	4	4	1826	2258	shared_gene_pairs
gene:Zm00001eb184890	gene:SORBI_3004G216900	4	4	1828	2260	shared_gene_pairs
gene:Zm00001eb184900	gene:SORBI_3004G217100	4	4	1829	2262	shared_gene_pairs
gene:Zm00001eb184920	gene:SORBI_3004G217450	4	4	1830	2266	shared_gene_pairs
gene:Zm00001eb184940	gene:SORBI_3004G217700	4	4	1832	2269	shared_gene_pairs
gene:Zm00001eb185000	gene:SORBI_3004G218000	4	4	1836	2272	shared_gene_pairs
gene:Zm00001eb185010	gene:SORBI_3004G218200	4	4	1837	2274	shared_gene_pairs
gene:Zm00001eb185020	gene:SORBI_3004G218500	4	4	1838	2277	shared_gene_pairs
gene:Zm00001eb185030	gene:SORBI_3004G218600	4	4	1839	2278	shared_gene_pairs
gene:Zm00001eb185040	gene:SORBI_3004G218900	4	4	1840	2281	shared_gene_pairs
gene:Zm00001eb185070	gene:SORBI_3004G219000	4	4	1842	2282	shared_gene_pairs
gene:Zm00001eb185080	gene:SORBI_3004G219100	4	4	1843	2283	shared_gene_pairs
gene:Zm00001eb185090	gene:SORBI_3004G219300	4	4	1844	2285	shared_gene_pairs
gene:Zm00001eb185100	gene:SORBI_3004G219400	4	4	1845	2286	shared_gene_pairs
gene:Zm00001eb185110	gene:SORBI_3004G219500	4	4	1846	2287	shared_gene_pairs
gene:Zm00001eb185130	gene:SORBI_3004G219600	4	4	1848	2288	shared_gene_pairs
gene:Zm00001eb185160	gene:SORBI_3004G219800	4	4	1851	2290	shared_gene_pairs
gene:Zm00001eb185220	gene:SORBI_3004G220000	4	4	1855	2292	shared_gene_pairs
gene:Zm00001eb185230	gene:SORBI_3004G220200	4	4	1856	2294	shared_gene_pairs
gene:Zm00001eb185240	gene:SORBI_3004G220300	4	4	1857	2295	shared_gene_pairs
gene:Zm00001eb185250	gene:SORBI_3004G220400	4	4	1858	2296	shared_gene_pairs
gene:Zm00001eb185260	gene:SORBI_3004G220700	4	4	1859	2299	quota_Anchor
gene:Zm00001eb185290	gene:SORBI_3004G221400	4	4	1862	2306	shared_gene_pairs
gene:Zm00001eb185300	gene:SORBI_3004G222000	4	4	1863	2312	shared_gene_pairs
gene:Zm00001eb185310	gene:SORBI_3004G222600	4	4	1864	2319	shared_gene_pairs
gene:Zm00001eb185330	gene:SORBI_3004G222800	4	4	1866	2321	shared_gene_pairs
gene:Zm00001eb185340	gene:SORBI_3004G223000	4	4	1867	2323	shared_gene_pairs
gene:Zm00001eb185350	gene:SORBI_3004G223300	4	4	1868	2325	shared_gene_pairs
gene:Zm00001eb185390	gene:SORBI_3004G224000	4	4	1871	2333	shared_gene_pairs
gene:Zm00001eb185430	gene:SORBI_3004G224350	4	4	1875	2337	shared_gene_pairs
gene:Zm00001eb185450	gene:SORBI_3004G224500	4	4	1877	2339	shared_gene_pairs
gene:Zm00001eb185470	gene:SORBI_3004G224700	4	4	1879	2341	quota_align
gene:Zm00001eb185470	gene:SORBI_3004G224766	4	4	1879	2343	quota_Anchor
gene:Zm00001eb185510	gene:SORBI_3004G224900	4	4	1883	2345	shared_gene_pairs
gene:Zm00001eb185530	gene:SORBI_3004G224800	4	4	1884	2344	quota_align
gene:Zm00001eb185550	gene:SORBI_3004G225200	4	4	1886	2348	shared_gene_pairs
gene:Zm00001eb185560	gene:SORBI_3004G225400	4	4	1887	2350	shared_gene_pairs
gene:Zm00001eb185570	gene:SORBI_3004G225700	4	4	1888	2355	shared_gene_pairs
gene:Zm00001eb185580	gene:SORBI_3004G225800	4	4	1889	2356	shared_gene_pairs
gene:Zm00001eb185590	gene:SORBI_3004G225900	4	4	1890	2357	shared_gene_pairs
gene:Zm00001eb185610	gene:SORBI_3004G226500	4	4	1892	2363	shared_gene_pairs
gene:Zm00001eb185620	gene:SORBI_3004G226600	4	4	1893	2364	shared_gene_pairs
gene:Zm00001eb185630	gene:SORBI_3004G226700	4	4	1894	2365	shared_gene_pairs
gene:Zm00001eb185640	gene:SORBI_3004G226800	4	4	1895	2366	shared_gene_pairs
gene:Zm00001eb185650	gene:SORBI_3004G226900	4	4	1896	2367	shared_gene_pairs
gene:Zm00001eb185660	gene:SORBI_3004G227000	4	4	1897	2368	shared_gene_pairs
gene:Zm00001eb185670	gene:SORBI_3004G227200	4	4	1898	2370	shared_gene_pairs
gene:Zm00001eb185680	gene:SORBI_3004G227400	4	4	1899	2372	shared_gene_pairs
gene:Zm00001eb185690	gene:SORBI_3004G227500	4	4	1900	2373	shared_gene_pairs
gene:Zm00001eb185700	gene:SORBI_3004G227600	4	4	1901	2375	shared_gene_pairs
gene:Zm00001eb185730	gene:SORBI_3004G228000	4	4	1903	2379	shared_gene_pairs
gene:Zm00001eb185740	gene:SORBI_3004G304550	4	4	1904	3199	shared_gene_pairs
gene:Zm00001eb185760	gene:SORBI_3004G304625	4	4	1905	3200	shared_gene_pairs
gene:Zm00001eb185770	gene:SORBI_3004G304900	4	4	1906	3203	shared_gene_pairs
gene:Zm00001eb185780	gene:SORBI_3004G228300	4	4	1907	2382	shared_gene_pairs
gene:Zm00001eb185800	gene:SORBI_3004G228200	4	4	1909	2381	quota_align
gene:Zm00001eb185830	gene:SORBI_3004G304000	4	4	1911	3193	quota_Anchor
gene:Zm00001eb185840	gene:SORBI_3004G303800	4	4	1912	3191	quota_Anchor
gene:Zm00001eb185880	gene:SORBI_3004G304100	4	4	1915	3194	quota_align
gene:Zm00001eb185900	gene:SORBI_3004G303700	4	4	1917	3190	shared_gene_pairs
gene:Zm00001eb185920	gene:SORBI_3004G303600	4	4	1919	3189	shared_gene_pairs
gene:Zm00001eb185950	gene:SORBI_3004G303200	4	4	1921	3182	shared_gene_pairs
gene:Zm00001eb185970	gene:SORBI_3004G303000	4	4	1923	3179	shared_gene_pairs
gene:Zm00001eb185980	gene:SORBI_3004G302800	4	4	1924	3177	shared_gene_pairs
gene:Zm00001eb186000	gene:SORBI_3004G302600	4	4	1926	3175	shared_gene_pairs
gene:Zm00001eb186010	gene:SORBI_3004G302400	4	4	1927	3172	shared_gene_pairs
gene:Zm00001eb186060	gene:SORBI_3004G302200	4	4	1930	3170	shared_gene_pairs
gene:Zm00001eb186090	gene:SORBI_3004G302000	4	4	1931	3167	shared_gene_pairs
gene:Zm00001eb186100	gene:SORBI_3004G301700	4	4	1932	3164	shared_gene_pairs
gene:Zm00001eb186120	gene:SORBI_3004G301400	4	4	1934	3160	shared_gene_pairs
gene:Zm00001eb186130	gene:SORBI_3004G301200	4	4	1935	3157	shared_gene_pairs
gene:Zm00001eb186150	gene:SORBI_3004G301000	4	4	1937	3155	shared_gene_pairs
gene:Zm00001eb186170	gene:SORBI_3004G300701	4	4	1939	3152	shared_gene_pairs
gene:Zm00001eb186190	gene:SORBI_3004G300600	4	4	1940	3151	shared_gene_pairs
gene:Zm00001eb186200	gene:SORBI_3004G300500	4	4	1941	3150	shared_gene_pairs
gene:Zm00001eb186220	gene:SORBI_3004G300100	4	4	1943	3146	shared_gene_pairs
gene:Zm00001eb186240	gene:SORBI_3004G300000	4	4	1944	3145	shared_gene_pairs
gene:Zm00001eb186250	gene:SORBI_3004G299300	4	4	1945	3139	shared_gene_pairs
gene:Zm00001eb186260	gene:SORBI_3004G299200	4	4	1946	3138	shared_gene_pairs
gene:Zm00001eb186280	gene:SORBI_3004G298400	4	4	1948	3131	shared_gene_pairs
gene:Zm00001eb186290	gene:SORBI_3004G298200	4	4	1949	3128	shared_gene_pairs
gene:Zm00001eb186300	gene:SORBI_3004G297900	4	4	1950	3124	shared_gene_pairs
gene:Zm00001eb186310	gene:SORBI_3004G297800	4	4	1951	3123	shared_gene_pairs
gene:Zm00001eb186320	gene:SORBI_3004G297700	4	4	1952	3122	shared_gene_pairs
gene:Zm00001eb186330	gene:SORBI_3004G297300	4	4	1953	3118	shared_gene_pairs
gene:Zm00001eb186340	gene:SORBI_3004G297200	4	4	1954	3117	shared_gene_pairs
gene:Zm00001eb186370	gene:SORBI_3004G297000	4	4	1956	3115	shared_gene_pairs
gene:Zm00001eb186380	gene:SORBI_3004G296900	4	4	1957	3114	shared_gene_pairs
gene:Zm00001eb186420	gene:SORBI_3004G296200	4	4	1961	3106	shared_gene_pairs
gene:Zm00001eb186440	gene:SORBI_3004G296100	4	4	1963	3105	quota_Anchor
gene:Zm00001eb186450	gene:SORBI_3004G296000	4	4	1964	3104	shared_gene_pairs
gene:Zm00001eb186480	gene:SORBI_3004G295600	4	4	1966	3100	quota_align
gene:Zm00001eb186480	gene:SORBI_3004G295500	4	4	1966	3099	quota_Anchor
gene:Zm00001eb186490	gene:SORBI_3004G295500	4	4	1967	3099	quota_align
gene:Zm00001eb186530	gene:SORBI_3004G295400	4	4	1971	3098	shared_gene_pairs
gene:Zm00001eb186540	gene:SORBI_3004G295300	4	4	1972	3097	shared_gene_pairs
gene:Zm00001eb186550	gene:SORBI_3004G295200	4	4	1973	3096	shared_gene_pairs
gene:Zm00001eb186570	gene:SORBI_3004G295100	4	4	1975	3095	shared_gene_pairs
gene:Zm00001eb186610	gene:SORBI_3004G294800	4	4	1979	3091	shared_gene_pairs
gene:Zm00001eb186620	gene:SORBI_3004G294500	4	4	1980	3088	shared_gene_pairs
gene:Zm00001eb186640	gene:SORBI_3004G294200	4	4	1982	3085	shared_gene_pairs
gene:Zm00001eb186650	gene:SORBI_3004G294100	4	4	1983	3084	shared_gene_pairs
gene:Zm00001eb186660	gene:SORBI_3004G293700	4	4	1984	3080	shared_gene_pairs
gene:Zm00001eb186680	gene:SORBI_3004G293300	4	4	1986	3076	shared_gene_pairs
gene:Zm00001eb186700	gene:SORBI_3004G293100	4	4	1988	3074	shared_gene_pairs
gene:Zm00001eb186710	gene:SORBI_3004G293000	4	4	1989	3073	shared_gene_pairs
gene:Zm00001eb186720	gene:SORBI_3004G292900	4	4	1990	3072	quota_Anchor
gene:Zm00001eb186720	gene:SORBI_3004G292800	4	4	1990	3069	quota_align
gene:Zm00001eb186760	gene:SORBI_3004G291300	4	4	1992	3053	shared_gene_pairs
gene:Zm00001eb186770	gene:SORBI_3004G290800	4	4	1993	3047	quota_Anchor
gene:Zm00001eb186770	gene:SORBI_3004G291000	4	4	1993	3050	quota_align
gene:Zm00001eb186790	gene:SORBI_3004G290500	4	4	1994	3045	shared_gene_pairs
gene:Zm00001eb186800	gene:SORBI_3004G290300	4	4	1995	3043	shared_gene_pairs
gene:Zm00001eb186820	gene:SORBI_3004G290100	4	4	1996	3041	shared_gene_pairs
gene:Zm00001eb186830	gene:SORBI_3004G289900	4	4	1997	3039	shared_gene_pairs
gene:Zm00001eb186850	gene:SORBI_3004G289400	4	4	1999	3034	shared_gene_pairs
gene:Zm00001eb186860	gene:SORBI_3004G289000	4	4	2000	3030	shared_gene_pairs
gene:Zm00001eb186880	gene:SORBI_3004G288900	4	4	2002	3029	shared_gene_pairs
gene:Zm00001eb186900	gene:SORBI_3004G288700	4	4	2003	3027	shared_gene_pairs
gene:Zm00001eb186910	gene:SORBI_3004G288600	4	4	2004	3026	shared_gene_pairs
gene:Zm00001eb186920	gene:SORBI_3004G288100	4	4	2005	3021	shared_gene_pairs
gene:Zm00001eb186940	gene:SORBI_3004G287800	4	4	2006	3018	shared_gene_pairs
gene:Zm00001eb186950	gene:SORBI_3004G287700	4	4	2007	3017	shared_gene_pairs
gene:Zm00001eb186970	gene:SORBI_3004G287400	4	4	2009	3014	shared_gene_pairs
gene:Zm00001eb186980	gene:SORBI_3004G287300	4	4	2010	3013	shared_gene_pairs
gene:Zm00001eb186990	gene:SORBI_3004G286800	4	4	2011	3008	shared_gene_pairs
gene:Zm00001eb187000	gene:SORBI_3004G286700	4	4	2012	3007	shared_gene_pairs
gene:Zm00001eb187010	gene:SORBI_3004G286600	4	4	2013	3006	shared_gene_pairs
gene:Zm00001eb187020	gene:SORBI_3004G286500	4	4	2014	3005	shared_gene_pairs
gene:Zm00001eb187030	gene:SORBI_3004G286000	4	4	2015	2997	shared_gene_pairs
gene:Zm00001eb187040	gene:SORBI_3004G285900	4	4	2016	2996	shared_gene_pairs
gene:Zm00001eb187050	gene:SORBI_3004G285700	4	4	2017	2994	shared_gene_pairs
gene:Zm00001eb187060	gene:SORBI_3004G284900	4	4	2018	2984	shared_gene_pairs
gene:Zm00001eb187070	gene:SORBI_3004G284800	4	4	2019	2983	shared_gene_pairs
gene:Zm00001eb187110	gene:SORBI_3004G284500	4	4	2023	2980	shared_gene_pairs
gene:Zm00001eb187120	gene:SORBI_3004G284400	4	4	2024	2979	shared_gene_pairs
gene:Zm00001eb187130	gene:SORBI_3004G284200	4	4	2025	2977	shared_gene_pairs
gene:Zm00001eb187140	gene:SORBI_3004G284100	4	4	2026	2976	quota_Anchor
gene:Zm00001eb187150	gene:SORBI_3004G283800	4	4	2027	2973	shared_gene_pairs
gene:Zm00001eb187160	gene:SORBI_3004G283700	4	4	2028	2972	shared_gene_pairs
gene:Zm00001eb187170	gene:SORBI_3004G283400	4	4	2029	2968	shared_gene_pairs
gene:Zm00001eb187190	gene:SORBI_3004G283300	4	4	2031	2967	shared_gene_pairs
gene:Zm00001eb187200	gene:SORBI_3004G283100	4	4	2032	2965	shared_gene_pairs
gene:Zm00001eb187240	gene:SORBI_3004G282100	4	4	2035	2952	shared_gene_pairs
gene:Zm00001eb187250	gene:SORBI_3004G281900	4	4	2036	2950	shared_gene_pairs
gene:Zm00001eb187260	gene:SORBI_3004G281800	4	4	2037	2949	shared_gene_pairs
gene:Zm00001eb187280	gene:SORBI_3004G281700	4	4	2039	2947	shared_gene_pairs
gene:Zm00001eb187290	gene:SORBI_3004G281400	4	4	2040	2944	shared_gene_pairs
gene:Zm00001eb187300	gene:SORBI_3004G281300	4	4	2041	2943	quota_Anchor
gene:Zm00001eb187310	gene:SORBI_3004G281200	4	4	2042	2942	shared_gene_pairs
gene:Zm00001eb187330	gene:SORBI_3004G281000	4	4	2044	2941	shared_gene_pairs
gene:Zm00001eb187340	gene:SORBI_3004G280900	4	4	2045	2940	shared_gene_pairs
gene:Zm00001eb187370	gene:SORBI_3004G280500	4	4	2047	2936	shared_gene_pairs
gene:Zm00001eb187380	gene:SORBI_3004G280301	4	4	2048	2934	shared_gene_pairs
gene:Zm00001eb187390	gene:SORBI_3004G280000	4	4	2049	2931	shared_gene_pairs
gene:Zm00001eb187400	gene:SORBI_3004G279800	4	4	2050	2929	shared_gene_pairs
gene:Zm00001eb187410	gene:SORBI_3004G279700	4	4	2051	2928	shared_gene_pairs
gene:Zm00001eb187430	gene:SORBI_3004G279601	4	4	2053	2927	shared_gene_pairs
gene:Zm00001eb187440	gene:SORBI_3004G279400	4	4	2054	2925	shared_gene_pairs
gene:Zm00001eb187450	gene:SORBI_3004G279300	4	4	2055	2924	shared_gene_pairs
gene:Zm00001eb187460	gene:SORBI_3004G278000	4	4	2056	2909	shared_gene_pairs
gene:Zm00001eb187540	gene:SORBI_3004G278200	4	4	2063	2911	shared_gene_pairs
gene:Zm00001eb187560	gene:SORBI_3004G278300	4	4	2065	2912	shared_gene_pairs
gene:Zm00001eb187570	gene:SORBI_3004G278400	4	4	2066	2913	shared_gene_pairs
gene:Zm00001eb187580	gene:SORBI_3004G278500	4	4	2067	2914	shared_gene_pairs
gene:Zm00001eb187590	gene:SORBI_3004G278600	4	4	2068	2915	shared_gene_pairs
gene:Zm00001eb187610	gene:SORBI_3004G278900	4	4	2069	2919	shared_gene_pairs
gene:Zm00001eb187620	gene:SORBI_3004G279000	4	4	2070	2920	shared_gene_pairs
gene:Zm00001eb187630	gene:SORBI_3004G279100	4	4	2071	2921	shared_gene_pairs
gene:Zm00001eb187650	gene:SORBI_3004G277100	4	4	2073	2900	shared_gene_pairs
gene:Zm00001eb187660	gene:SORBI_3004G277000	4	4	2074	2899	shared_gene_pairs
gene:Zm00001eb187670	gene:SORBI_3004G276700	4	4	2075	2896	shared_gene_pairs
gene:Zm00001eb187680	gene:SORBI_3004G276500	4	4	2076	2894	shared_gene_pairs
gene:Zm00001eb187690	gene:SORBI_3004G276400	4	4	2077	2893	shared_gene_pairs
gene:Zm00001eb187720	gene:SORBI_3004G275500	4	4	2079	2882	shared_gene_pairs
gene:Zm00001eb187730	gene:SORBI_3004G275200	4	4	2080	2880	shared_gene_pairs
gene:Zm00001eb187750	gene:SORBI_3004G274900	4	4	2082	2877	shared_gene_pairs
gene:Zm00001eb187760	gene:SORBI_3004G274600	4	4	2083	2874	shared_gene_pairs
gene:Zm00001eb187770	gene:SORBI_3004G274500	4	4	2084	2873	shared_gene_pairs
gene:Zm00001eb187800	gene:SORBI_3004G274100	4	4	2087	2869	shared_gene_pairs
gene:Zm00001eb187810	gene:SORBI_3004G273800	4	4	2088	2866	shared_gene_pairs
gene:Zm00001eb187840	gene:SORBI_3004G273600	4	4	2091	2865	shared_gene_pairs
gene:Zm00001eb187850	gene:SORBI_3004G273400	4	4	2092	2862	quota_Anchor
gene:Zm00001eb187850	gene:SORBI_3004G273500	4	4	2092	2863	quota_align
gene:Zm00001eb187870	gene:SORBI_3004G273200	4	4	2094	2860	quota_Anchor
gene:Zm00001eb187880	gene:SORBI_3004G273000	4	4	2095	2858	shared_gene_pairs
gene:Zm00001eb187890	gene:SORBI_3004G272900	4	4	2096	2856	shared_gene_pairs
gene:Zm00001eb187900	gene:SORBI_3004G272800	4	4	2097	2855	shared_gene_pairs
